,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.35,0.59,0.27,0.72,0.52,0.53,0.43,0.64,1.0,0.62,0.67,0.8,0.88,0.39,0.4,0.38
beast-mcmc.csv,1.0,0.58,0.3,0.74,0.47,0.65,0.57,0.67,0.31,0.71,0.57,0.7,0.93,0.47,0.25,0.47
bigdata.csv,0.39,0.65,0.17,0.62,0.51,0.58,0.44,0.48,0.28,0.64,0.5,0.82,1.0,0.56,0.3,0.67
cuberok.csv,0.3,0.57,0.19,0.75,0.51,0.54,0.95,0.49,0.3,0.65,0.45,0.78,0.88,0.53,0.3,0.47
exist.csv,0.42,0.66,0.35,0.79,0.57,0.66,0.42,0.6,0.33,0.99,0.53,0.84,0.91,0.35,0.25,0.58
icescrum.csv,0.58,0.65,0.31,0.82,0.58,0.64,0.53,0.71,0.32,0.82,0.67,0.76,0.94,0.25,0.33,0.95
jbasic.csv,0.35,0.64,0.15,0.62,0.5,0.57,0.37,0.94,0.23,0.59,0.22,0.82,0.88,0.5,0.29,0.36
jrefactory.csv,0.26,1.0,0.12,0.59,0.54,0.5,0.37,0.47,0.27,0.59,0.58,0.76,0.89,0.61,0.15,0.38
jsecurity.csv,0.36,0.56,0.97,0.63,0.52,0.56,0.41,0.71,0.32,0.63,0.64,0.73,0.84,0.45,0.35,0.0
libopenmetaverse.csv,0.26,0.6,0.19,0.61,1.0,0.51,0.38,0.46,0.28,0.57,0.54,0.69,0.88,0.51,0.2,0.32
mobicents.csv,0.34,0.58,0.36,0.78,0.55,0.99,0.44,0.64,0.24,0.61,0.64,0.74,0.87,0.45,0.28,0.6
opendvr.csv,0.25,0.66,0.2,0.58,0.47,0.51,0.41,0.56,0.27,0.51,0.61,0.81,0.86,0.43,0.95,0.41
power-architect.csv,0.26,0.64,0.21,0.61,0.49,0.51,0.39,0.41,0.35,0.52,0.55,1.0,0.89,0.59,0.32,0.37
sidekar.csv,0.36,0.56,0.31,0.98,0.52,0.59,0.48,0.53,0.39,0.63,0.6,0.8,0.87,0.41,0.35,0.64
wheat.csv,0.29,0.87,0.2,0.59,0.48,0.53,0.42,1.0,0.24,0.52,1.0,0.78,0.88,0.67,0.35,0.48
wsmt.csv,0.54,0.57,0.2,0.82,0.5,0.51,0.52,0.25,0.23,0.5,0.56,0.79,0.9,1.0,0.38,0.5
