,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.51,0.63,0.47,0.47,0.4,0.52,0.23,0.32,0.0,0.36,0.12,0.43,0.54,0.57,0.06,0.5
beast-mcmc.csv,0.0,0.39,0.12,0.18,0.77,0.24,0.29,0.15,0.34,0.35,0.12,0.43,0.24,0.3,0.62,0.28
bigdata.csv,0.36,0.32,0.95,0.95,0.8,0.31,0.77,0.98,0.31,0.32,0.96,0.79,0.03,0.4,0.98,0.09
cuberok.csv,0.74,1.0,0.87,0.39,0.51,0.56,0.03,0.98,0.91,0.54,0.46,0.57,0.76,0.93,0.85,0.5
exist.csv,0.32,0.37,0.24,0.24,0.37,0.29,0.4,0.21,0.17,0.01,0.29,0.43,0.35,0.57,0.28,0.25
icescrum.csv,0.16,0.32,0.21,0.18,0.23,0.35,0.26,0.26,0.33,0.15,0.08,0.5,0.22,0.6,0.23,0.03
jbasic.csv,0.37,0.61,0.59,0.55,0.29,0.48,0.49,0.06,0.47,0.47,0.29,0.5,0.51,0.53,0.42,0.5
jrefactory.csv,0.49,0.0,0.59,0.5,0.74,0.48,0.34,0.74,0.38,0.46,0.42,0.79,0.49,0.63,0.21,0.5
jsecurity.csv,0.16,0.29,0.01,0.26,0.46,0.24,0.63,0.08,0.33,0.24,0.33,0.43,0.41,0.37,0.25,0.03
libopenmetaverse.csv,0.87,0.84,0.89,0.82,0.0,0.88,0.6,0.94,0.71,0.47,0.79,0.57,0.76,1.0,0.85,0.88
mobicents.csv,0.31,0.55,0.18,0.18,0.57,0.01,0.66,0.24,0.33,0.4,0.21,0.71,0.57,0.37,0.53,0.25
opendvr.csv,0.68,0.58,0.62,0.74,0.89,0.63,0.46,0.42,0.52,0.81,0.54,0.64,0.89,0.4,0.02,0.75
power-architect.csv,0.82,0.68,0.82,0.87,1.0,0.81,0.89,0.71,0.6,0.78,0.92,0.0,0.68,0.5,0.6,0.91
sidekar.csv,0.44,0.79,0.33,0.03,0.54,0.45,0.4,0.42,0.33,0.4,0.25,0.57,0.62,0.8,0.25,0.31
wheat.csv,0.39,0.05,0.31,0.24,0.91,0.33,0.31,0.0,0.55,0.56,0.0,0.5,0.27,0.37,0.21,0.41
wsmt.csv,0.09,0.08,0.12,0.05,0.23,0.23,0.34,0.05,0.41,0.2,0.29,0.21,0.19,0.0,0.43,0.25
