,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.67,0.59,0.71,0.67,0.45,0.53,0.31,0.61,0.97,0.49,0.25,0.46,0.54,0.33,0.11,0.52
beast-mcmc.csv,0.98,0.44,0.27,0.35,0.48,0.47,0.61,0.37,0.4,0.64,0.17,0.29,0.47,0.27,0.47,0.46
bigdata.csv,0.62,0.46,0.2,0.21,0.5,0.43,0.58,0.09,0.32,0.46,0.17,0.55,0.99,0.46,0.09,0.37
cuberok.csv,0.58,0.0,0.41,0.67,0.52,0.58,0.92,0.09,0.32,0.67,0.35,0.5,0.55,0.27,0.44,0.68
exist.csv,0.65,0.55,0.59,0.56,0.5,0.57,0.47,0.37,0.24,0.98,0.33,0.57,0.52,0.28,0.27,0.61
icescrum.csv,0.65,0.46,0.45,0.54,0.35,0.6,0.49,0.67,0.4,0.58,0.17,0.43,0.5,0.19,0.31,0.99
jbasic.csv,0.55,0.66,0.45,0.51,0.32,0.58,0.46,0.94,0.35,0.51,0.09,0.57,0.5,0.46,0.44,0.48
jrefactory.csv,0.46,0.98,0.34,0.43,0.59,0.46,0.36,0.51,0.35,0.52,0.51,0.46,0.53,0.68,0.11,0.52
jsecurity.csv,0.28,0.31,0.97,0.31,0.48,0.34,0.58,0.23,0.4,0.34,0.53,0.33,0.32,0.29,0.36,0.0
libopenmetaverse.csv,0.4,0.48,0.37,0.46,0.98,0.39,0.54,0.23,0.52,0.49,0.51,0.35,0.53,0.0,0.34,0.35
mobicents.csv,0.46,0.54,0.48,0.44,0.6,0.98,0.64,0.5,0.28,0.5,0.36,0.45,0.49,0.29,0.49,0.65
opendvr.csv,0.52,0.69,0.58,0.47,0.35,0.55,0.51,0.56,0.45,0.43,0.64,0.6,0.35,0.29,0.96,0.59
power-architect.csv,0.46,0.66,0.51,0.4,0.0,0.49,0.37,0.45,0.64,0.46,0.3,1.0,0.61,0.6,0.6,0.32
sidekar.csv,0.63,0.5,0.65,0.97,0.55,0.6,0.59,0.52,0.51,0.53,0.36,0.56,0.53,0.38,0.36,0.88
wheat.csv,0.45,0.29,0.37,0.23,0.31,0.4,0.4,0.02,0.41,0.46,0.97,0.47,0.31,0.63,0.31,0.62
wsmt.csv,0.34,0.1,0.16,0.17,0.26,0.27,0.6,0.02,0.31,0.18,0.36,0.24,0.27,0.95,0.62,0.46
