,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.74,0.69,0.77,0.72,0.42,0.55,0.27,0.6,0.96,0.46,0.21,0.44,0.57,0.31,0.09,0.53
beast-mcmc.csv,0.97,0.41,0.23,0.31,0.67,0.43,0.59,0.32,0.36,0.64,0.14,0.26,0.43,0.23,0.5,0.42
bigdata.csv,0.62,0.43,0.82,0.92,0.81,0.39,0.95,0.94,0.28,0.43,0.82,0.94,1.0,0.43,1.0,0.32
cuberok.csv,0.83,0.98,0.9,0.69,0.53,0.63,0.91,1.0,0.92,0.75,0.32,0.52,0.8,0.91,0.86,0.74
exist.csv,0.64,0.53,0.56,0.52,0.47,0.54,0.45,0.33,0.2,0.98,0.29,0.57,0.5,0.26,0.23,0.58
icescrum.csv,0.61,0.43,0.41,0.5,0.31,0.59,0.45,0.65,0.36,0.54,0.14,0.41,0.46,0.17,0.27,1.0
jbasic.csv,0.53,0.8,0.46,0.53,0.28,0.6,0.45,0.94,0.32,0.51,0.07,0.59,0.5,0.46,0.41,0.47
jrefactory.csv,0.45,0.98,0.33,0.42,0.86,0.45,0.32,0.68,0.32,0.51,0.5,0.65,0.54,0.86,0.09,0.53
jsecurity.csv,0.24,0.27,0.97,0.27,0.47,0.3,0.68,0.19,0.36,0.3,0.5,0.3,0.29,0.26,0.32,0.0
libopenmetaverse.csv,0.83,0.94,0.9,0.75,0.97,0.88,0.59,0.84,0.64,0.48,0.79,0.33,0.77,0.89,0.5,0.68
mobicents.csv,0.42,0.57,0.44,0.39,0.67,0.98,0.82,0.46,0.24,0.48,0.32,0.52,0.51,0.26,0.5,0.63
opendvr.csv,0.61,0.82,0.67,0.59,0.78,0.63,0.5,0.56,0.44,0.63,0.71,0.72,0.78,0.26,0.95,0.89
power-architect.csv,0.76,0.9,0.95,0.81,0.94,0.82,0.91,0.52,0.76,0.63,0.96,1.0,0.79,0.63,0.68,0.89
sidekar.csv,0.65,0.75,0.64,0.97,0.58,0.62,0.59,0.51,0.48,0.52,0.32,0.61,0.59,0.49,0.32,0.95
wheat.csv,0.42,0.25,0.33,0.2,0.83,0.36,0.36,0.02,0.4,0.47,0.96,0.46,0.27,0.63,0.27,0.63
wsmt.csv,0.29,0.08,0.13,0.14,0.22,0.23,0.59,0.02,0.28,0.15,0.32,0.2,0.23,0.94,0.64,0.42
