,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.55,0.79,0.95,0.82,0.83,0.91,0.93,0.98,0.92,0.93,0.47,0.88,0.86,0.36,0.92,0.54,1.0
arm-webradio.csv,0.73,0.75,0.85,1.01,0.73,0.81,0.89,0.75,0.75,1.01,0.78,0.66,0.7,0.62,0.6,0.71,0.2
codepurge.csv,0.55,0.57,0.86,0.69,0.8,0.59,0.76,0.83,0.89,0.78,0.38,0.84,0.38,0.75,0.73,0.61,0.66
fw4spl.csv,0.87,0.45,0.47,0.74,0.81,0.82,0.49,0.94,0.87,0.75,0.79,0.65,0.51,0.66,0.61,0.66,0.55
glas.csv,0.68,0.51,0.84,0.7,0.75,0.66,0.63,0.87,0.51,0.76,0.8,0.61,0.64,0.58,0.55,0.67,0.66
grisbi.csv,0.98,0.99,0.69,0.79,0.94,0.77,0.2,0.8,0.95,1.0,0.88,0.71,0.96,0.85,0.97,0.9,0.63
gwanted.csv,0.72,0.57,0.51,0.72,0.37,0.74,0.33,0.92,0.81,0.81,0.36,0.57,0.61,0.65,0.68,0.52,0.71
lcfizvtop.csv,0.83,0.64,0.83,0.67,0.67,0.33,0.62,0.95,0.52,0.35,0.99,0.69,0.99,0.77,0.39,0.9,0.44
ldview.csv,0.47,0.85,0.94,0.64,0.68,0.89,0.93,0.74,0.95,0.83,0.83,0.88,0.84,0.58,0.72,0.53,1.0
libmesh.csv,0.69,0.88,0.8,0.96,0.84,0.69,1.03,0.5,0.78,0.86,1.0,0.94,1.0,0.84,0.79,0.79,0.49
mediaportal.csv,0.9,0.9,0.68,0.9,0.79,0.92,0.97,0.88,0.97,0.9,0.86,0.5,0.96,0.88,0.75,0.69,0.24
olex2.csv,1.0,0.7,0.6,0.54,0.42,0.76,0.53,0.93,0.89,0.9,0.45,0.54,0.85,0.81,0.78,0.37,0.57
oppna-program-hsatools.csv,0.71,0.76,0.95,0.17,0.8,0.81,0.37,0.93,0.7,1.0,0.51,0.85,0.77,0.71,0.84,0.5,1.09
qlc.csv,0.59,0.58,0.51,0.71,0.73,0.72,0.52,0.77,0.68,0.81,0.5,0.62,0.48,0.62,0.6,0.57,1.0
somap.csv,0.97,1.0,0.95,0.79,0.9,1.0,0.5,0.92,0.78,0.17,1.03,0.98,0.97,0.97,0.88,0.84,0.99
wxcode.csv,0.76,0.81,0.61,0.63,0.55,0.69,0.39,0.78,0.92,0.85,0.21,0.56,0.92,0.69,0.85,0.64,0.98
xcf.csv,0.6,0.61,0.6,0.78,0.66,0.8,0.72,0.79,0.67,0.49,0.47,0.58,0.71,0.48,0.39,0.6,0.97
