,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.21,0.28,0.42,0.19,0.22,0.27,0.21,0.2,0.1,0.17,0.3,0.14,0.3,0.24,0.22,0.21
customsagetv.csv,0.14,0.13,0.49,0.11,0.15,0.2,0.16,0.12,0.14,0.13,0.11,0.16,0.19,0.1,0.25,0.27
fluidium.csv,0.31,0.4,0.49,0.33,0.38,0.35,0.36,0.41,0.52,0.42,0.47,0.42,0.36,0.26,0.33,0.28
guineu.csv,0.23,0.35,0.49,0.4,0.32,0.42,0.33,0.24,0.48,0.4,0.45,0.4,0.2,0.46,0.32,0.24
inkscape.csv,0.3,0.28,0.13,0.25,0.13,0.26,0.23,0.37,0.52,0.29,0.17,0.3,0.36,0.22,0.3,0.3
mpqc.csv,0.31,0.4,0.49,0.4,0.38,0.44,0.36,0.39,0.54,0.42,0.35,0.4,0.36,0.46,0.33,0.3
nsis.csv,0.3,0.38,0.49,0.4,0.37,0.43,0.36,0.37,0.35,0.42,0.47,0.42,0.31,0.42,0.29,0.25
octave.csv,0.29,0.12,0.49,0.38,0.2,0.41,0.33,0.43,0.52,0.26,0.31,0.18,0.35,0.1,0.32,0.27
owfs.csv,0.29,0.35,0.49,0.38,0.24,0.1,0.36,0.29,0.49,0.4,0.46,0.42,0.38,0.44,0.25,0.3
owlib.csv,0.15,0.18,0.13,0.17,0.18,0.22,0.16,0.14,0.17,0.16,0.12,0.26,0.14,0.12,0.21,0.21
pamguard.csv,0.26,0.27,0.19,0.21,0.22,0.3,0.23,0.33,0.26,0.21,0.16,0.18,0.31,0.14,0.28,0.25
prelude.csv,0.31,0.4,0.38,0.4,0.38,0.41,0.35,0.41,0.39,0.4,0.32,0.4,0.35,0.34,0.3,0.3
robocode.csv,0.26,0.21,0.49,0.13,0.22,0.27,0.21,0.22,0.38,0.19,0.14,0.12,0.32,0.18,0.21,0.26
uwom-server.csv,0.31,0.37,0.49,0.4,0.36,0.1,0.35,0.41,0.54,0.31,0.45,0.12,0.38,0.08,0.32,0.3
zengine.csv,0.31,0.39,0.15,0.3,0.34,0.44,0.36,0.41,0.52,0.38,0.39,0.32,0.38,0.3,0.3,0.28
zildo.csv,0.21,0.21,0.09,0.21,0.13,0.2,0.17,0.16,0.1,0.16,0.11,0.1,0.19,0.12,0.2,0.24
