,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.88,0.41,0.88,0.77,0.32
jchassis.csv,0.0,0.0,0.09,0.0,0.0
panda3d.csv,0.19,0.35,0.44,0.7,0.65
scenemonitor.csv,0.22,0.04,0.0,0.2,0.16
xcf.csv,0.12,0.49,0.82,0.33,0.49
