,scenemonitor.csv,panda3d.csv,jchassis.csv,xcf.csv,coot.csv
coot.csv,0.48,0.36,0.06,0.51,0.73
jchassis.csv,0.0,0.0,0.4,0.0,0.0
panda3d.csv,0.47,0.5,0.12,0.37,0.59
scenemonitor.csv,0.68,0.04,0.0,0.35,0.23
xcf.csv,0.4,0.43,0.04,0.76,0.62
