,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.61,0.61,0.72,0.81,0.76,0.8,0.73,0.83,0.48,0.63,0.69,0.67,0.09,0.64,0.09,0.57,0.53,0.67
dspace-gsoc.csv,0.61,0.67,0.58,0.59,0.73,0.89,0.61,0.78,0.27,0.74,0.77,0.67,0.03,0.13,0.08,0.31,0.32,0.82
fbmanager.csv,0.14,0.17,0.75,0.63,0.08,0.3,0.44,0.07,0.0,0.36,0.31,0.11,0.2,0.1,0.15,0.11,0.0,0.67
fido.csv,0.0,0.17,0.0,0.19,0.1,0.23,0.0,0.48,0.0,0.03,0.0,0.0,0.0,0.02,0.38,0.0,0.02,0.16
freenet.csv,0.37,0.68,0.53,0.81,0.75,0.62,0.66,0.84,0.24,0.54,0.68,0.7,0.08,0.4,0.1,0.43,0.41,0.89
geogebra.csv,0.48,0.37,0.63,0.61,0.68,0.5,0.55,0.58,0.5,0.42,0.51,0.7,0.12,0.48,0.06,0.52,0.55,0.6
google-caja.csv,0.67,0.6,0.61,0.69,0.71,0.79,0.77,0.86,0.29,0.62,0.69,0.7,0.09,0.54,0.08,0.5,0.45,0.85
itext.csv,0.64,0.77,0.68,0.76,0.74,0.71,0.64,0.84,0.37,0.58,0.72,0.77,0.24,0.61,0.1,0.49,0.49,0.75
k3b.csv,0.68,0.67,0.71,0.7,0.76,0.81,0.68,0.81,0.23,0.79,0.79,0.63,0.11,0.38,0.08,0.37,0.32,0.84
megameknet.csv,0.55,0.77,0.68,0.72,0.72,0.48,0.62,0.81,0.21,0.68,0.66,0.71,0.0,0.48,0.0,0.51,0.36,0.94
myfaces.csv,0.64,0.6,0.6,0.8,0.62,0.68,0.52,0.4,0.47,0.55,0.58,0.55,0.1,0.54,0.09,0.57,0.52,0.64
onotoa.csv,0.45,0.57,0.38,0.8,0.63,0.78,0.46,0.54,0.21,0.63,0.71,0.44,0.02,0.34,0.05,0.43,0.38,0.89
paintown.csv,0.73,0.68,0.7,0.81,0.72,0.76,0.62,0.79,0.23,0.64,0.76,0.58,0.08,0.37,0.08,0.38,0.36,0.73
powerfolder.csv,0.54,0.34,0.61,0.62,0.43,0.64,0.42,0.25,0.32,0.67,0.44,0.28,0.45,0.33,0.11,0.33,0.32,0.27
smartgwt.csv,0.6,0.6,0.65,0.45,0.38,0.5,0.2,0.72,0.3,0.64,0.63,0.11,0.38,0.64,0.16,0.28,0.3,0.65
sqlpower-library.csv,0.63,0.66,0.65,0.75,0.79,0.66,0.64,0.79,0.31,0.78,0.73,0.68,0.08,0.27,0.08,0.46,0.41,0.92
triplea.csv,0.57,0.75,0.62,0.78,0.76,0.64,0.61,0.82,0.26,0.78,0.63,0.71,0.13,0.41,0.03,0.41,0.44,0.91
