,olap-navigator.csv,qgis.csv,phonon-vlc-mplayer.csv,gnupdate.csv,qse.csv,roller.csv,xpontus.csv,zoolib.csv,rebecca-aiml.csv,xapian.csv,linux-ntfs.csv
gnupdate.csv,0.84,0.58,0.53,0.65,0.58,0.51,0.0,0.19,0.22,0.22,0.61
linux-ntfs.csv,0.5,0.48,0.27,0.18,0.43,0.62,0.02,0.08,0.62,0.34,0.71
olap-navigator.csv,0.89,0.64,0.71,0.71,0.71,0.68,0.05,0.22,0.2,0.4,0.58
phonon-vlc-mplayer.csv,0.43,0.6,0.69,0.47,0.73,0.8,0.03,0.32,0.31,0.42,0.58
qgis.csv,0.12,0.68,0.58,0.0,0.16,0.71,0.03,0.18,0.3,0.46,0.51
qse.csv,0.52,0.5,0.56,0.1,0.79,0.62,0.03,0.21,0.17,0.4,0.0
rebecca-aiml.csv,0.4,0.48,0.39,0.21,0.66,0.68,0.05,0.0,0.79,0.47,0.46
roller.csv,0.77,0.61,0.44,0.32,0.69,0.79,0.03,0.16,0.44,0.32,0.63
xapian.csv,0.82,0.69,0.57,0.38,0.71,0.76,0.02,0.16,0.45,0.58,0.64
zoolib.csv,0.78,0.59,0.68,0.0,0.29,0.75,0.0,0.33,0.22,0.32,0.58
