,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.45,0.62,0.5,0.51,0.5,0.57,0.4,0.4,0.61,0.58,0.54,0.65,0.49,0.45,0.39
amateur-scrolls.csv,0.95,0.95,0.0,0.74,0.46,0.97,0.73,0.6,0.86,0.75,0.95,0.98,0.88,0.48,0.83
arianne.csv,0.53,0.48,0.45,0.42,0.52,0.48,0.4,0.42,0.42,0.44,0.46,0.43,0.38,0.41,0.38
bl-toolkit.csv,0.41,0.76,0.66,0.5,0.86,0.41,0.68,0.47,0.48,0.53,0.45,0.52,0.38,0.42,0.54
doomlegacy.csv,0.51,0.51,0.43,0.43,0.43,0.5,0.4,0.42,0.59,0.45,0.45,0.43,0.6,0.4,0.39
enlightenment.csv,0.52,0.47,0.64,0.42,0.42,0.37,0.35,0.42,0.42,0.44,0.47,0.4,0.37,0.39,0.36
fritzing.csv,0.49,0.55,0.47,0.58,0.47,0.64,0.53,0.37,0.47,0.5,0.49,0.45,0.58,0.9,0.94
gnukeda.csv,0.54,0.56,0.51,0.46,0.45,0.47,0.37,0.82,0.91,0.5,0.66,0.52,0.72,0.43,0.36
jlinalg.csv,0.45,0.61,0.64,0.48,0.52,0.44,0.38,0.48,0.67,0.58,0.56,0.58,0.56,0.4,0.37
knowledge.csv,0.43,0.51,0.41,0.42,0.46,0.47,0.38,0.4,0.45,0.43,0.48,0.49,0.39,0.42,0.32
massiv.csv,0.86,0.8,0.96,0.83,0.62,0.95,0.0,0.0,0.5,0.67,0.0,0.95,0.0,0.57,0.0
playerstage.csv,0.43,0.56,0.54,0.53,0.44,0.49,0.53,0.42,0.58,0.6,0.5,0.56,0.38,0.53,0.62
psycle.csv,0.44,0.44,0.39,0.41,0.42,0.38,0.37,0.39,0.44,0.42,0.43,0.36,0.38,0.38,0.35
superwaba.csv,0.47,0.47,0.44,0.42,0.42,0.56,0.62,0.41,0.47,0.44,0.67,0.63,0.36,0.59,0.36
wxcrp.csv,0.51,0.5,0.45,0.51,0.47,0.53,0.39,0.46,0.55,0.51,0.44,0.48,0.49,0.67,0.39
