,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.74,0.53,0.53,0.38,0.58,0.52,0.58,0.82,0.59,0.63,0.57,0.03,0.72,0.52,0.73
amateur-scrolls.csv,0.46,0.17,0.0,0.37,0.59,0.17,0.52,0.49,0.21,0.14,0.1,0.04,0.07,0.6,0.14
arianne.csv,0.78,0.78,0.49,0.45,0.6,0.71,0.59,0.94,0.82,0.72,0.74,0.01,0.77,0.46,0.83
bl-toolkit.csv,0.65,0.49,0.3,0.37,0.37,0.61,0.38,0.92,0.8,0.63,0.73,0.02,0.77,0.46,0.64
doomlegacy.csv,0.87,0.76,0.5,0.46,0.69,0.57,0.65,0.96,0.71,0.67,0.74,0.02,0.46,0.54,0.8
enlightenment.csv,0.88,0.79,0.38,0.45,0.69,0.67,0.57,0.96,0.82,0.71,0.69,0.01,0.74,0.47,0.86
fritzing.csv,0.75,0.71,0.6,0.42,0.74,0.49,0.62,0.87,0.68,0.54,0.66,0.02,0.48,0.33,0.31
gnukeda.csv,0.78,0.6,0.44,0.49,0.59,0.61,0.57,0.43,0.23,0.78,0.46,0.03,0.5,0.41,0.86
jlinalg.csv,0.85,0.59,0.32,0.47,0.46,0.61,0.56,0.67,0.51,0.64,0.57,0.02,0.61,0.45,0.81
knowledge.csv,0.87,0.59,0.59,0.46,0.67,0.61,0.56,0.91,0.78,0.7,0.64,0.02,0.77,0.47,0.81
massiv.csv,0.25,0.03,0.41,0.16,0.46,0.16,0.0,0.0,0.08,0.14,0.0,0.33,0.0,0.56,0.0
playerstage.csv,0.72,0.67,0.49,0.43,0.7,0.55,0.7,0.89,0.67,0.67,0.67,0.02,0.78,0.52,0.49
psycle.csv,0.84,0.73,0.56,0.48,0.72,0.69,0.59,0.92,0.74,0.74,0.7,0.02,0.67,0.56,0.77
superwaba.csv,0.45,0.51,0.7,0.54,0.62,0.44,0.52,0.58,0.43,0.46,0.36,0.03,0.69,0.33,0.65
wxcrp.csv,0.87,0.7,0.52,0.52,0.63,0.45,0.55,0.68,0.65,0.56,0.69,0.01,0.65,0.34,0.76
