,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.64,0.43,0.59,0.47,0.29,0.68,0.77,0.78,0.6,0.82,0.48,0.89,0.59,0.6,0.73,0.94,0.84,0.67
betoffice.csv,0.63,0.93,0.75,0.89,1.02,0.87,0.97,0.64,0.9,0.88,0.88,0.89,0.93,0.95,0.92,0.63,0.87,0.71
bionote.csv,0.69,0.55,0.95,0.84,0.75,0.92,0.86,0.82,0.83,0.72,0.85,0.9,0.23,0.62,0.79,0.9,0.63,0.71
bnetd.csv,0.92,1.0,0.91,0.66,0.79,0.63,0.81,1.0,0.69,0.68,0.41,1.0,0.7,0.38,0.87,0.95,0.95,0.84
elvishrayrenderer.csv,0.72,0.59,1.0,0.58,0.42,0.37,0.89,0.96,0.85,0.72,0.74,0.91,0.33,0.55,0.86,0.9,0.4,0.4
emisview.csv,0.91,1.0,0.6,0.69,0.63,0.52,0.81,0.84,0.47,1.0,0.6,0.87,0.46,0.79,0.84,0.91,0.53,0.97
findbugs.csv,0.96,0.5,0.71,0.78,0.77,0.77,0.69,0.69,0.52,0.83,0.81,0.76,0.63,0.52,0.53,0.64,0.89,0.55
hazelcast.csv,0.86,0.5,0.43,0.69,0.07,0.83,0.81,0.68,0.83,0.6,0.62,0.65,0.67,0.68,0.8,0.6,0.55,0.65
jitterbit.csv,1.0,0.68,0.6,0.54,0.62,0.71,0.69,0.94,0.39,0.84,0.94,0.62,0.78,0.69,0.59,0.99,0.65,0.59
jppf-project.csv,0.71,0.91,0.85,0.81,0.44,0.88,0.77,0.85,0.91,0.87,0.83,0.26,0.62,0.64,0.66,0.84,0.66,0.88
kolmafia.csv,0.92,0.69,0.99,0.55,0.43,0.94,0.82,1.0,0.71,0.81,0.55,0.42,0.87,0.4,0.93,0.92,0.75,0.63
megasquirtavr.csv,1.0,1.0,0.51,0.96,1.0,1.0,0.96,0.86,0.66,0.88,1.0,0.88,0.95,0.87,0.98,0.99,0.91,0.86
qedo.csv,0.86,1.1,1.01,0.84,0.9,0.88,0.94,0.66,0.89,0.84,0.76,0.64,0.96,0.85,0.9,0.3,0.98,0.78
stajistics.csv,0.95,0.95,0.91,0.92,0.42,0.72,0.93,0.65,0.72,0.77,0.45,0.8,0.55,0.97,0.88,0.61,0.4,0.95
trackit.csv,1.01,0.99,0.9,0.78,0.77,0.79,0.58,0.98,0.72,0.77,0.99,0.82,0.76,0.85,0.76,0.82,0.83,0.94
wxlua.csv,0.71,0.92,0.88,0.95,0.97,0.77,0.75,0.98,0.67,0.63,0.97,0.84,0.76,0.83,0.66,0.83,0.81,0.8
x4x.csv,0.36,0.78,0.61,0.69,0.92,0.74,0.86,0.8,0.82,0.62,0.44,0.93,0.85,0.79,0.84,0.93,0.84,0.9
xharbour.csv,1.01,0.24,0.69,0.65,0.42,0.75,0.74,0.76,0.74,0.73,0.86,0.84,0.53,0.51,0.81,1.03,0.77,0.68
