,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,0.08,0.1,0.17,0.09,0.16,0.0,0.14,0.29,0.02,0.26,0.08,0.07,0.08,0.1
bdbbasic.csv,0.31,0.19,0.36,0.34,0.31,0.42,0.27,0.45,0.0,0.58,0.43,0.2,0.2,0.23
echongl.csv,0.72,0.31,0.55,0.56,0.49,0.79,0.59,0.21,0.73,0.0,0.44,0.61,0.56,0.55
etherboot.csv,0.48,0.31,0.09,0.16,0.0,0.35,0.1,0.37,0.18,0.05,0.16,0.2,0.15,0.19
ffigo.csv,0.36,0.08,0.3,0.31,0.34,0.57,0.27,0.13,0.31,0.87,0.37,0.02,0.3,0.23
freebios.csv,0.57,0.18,0.38,0.62,0.51,0.38,0.0,0.68,0.53,0.26,0.3,0.5,0.56,0.23
gebr.csv,0.81,0.81,0.65,0.5,0.84,0.85,0.82,0.03,0.71,0.97,0.78,0.68,0.71,0.74
gnukeda.csv,0.44,0.41,0.63,0.0,0.59,0.55,0.63,0.21,0.29,0.84,0.22,0.27,0.08,0.61
gstreamer.csv,0.51,0.57,0.46,0.22,0.36,0.52,0.45,0.18,0.57,0.68,0.5,0.52,0.02,0.45
jnode.csv,0.21,0.09,0.0,0.28,0.23,0.0,0.0,0.66,0.0,0.0,0.02,0.0,0.03,0.35
metacosm.csv,0.36,0.1,0.29,0.25,0.11,0.54,0.2,0.05,0.29,0.29,0.2,0.36,0.3,0.0
openmeetings.csv,0.0,0.0,0.12,0.03,0.07,0.39,0.31,0.0,0.12,0.26,0.61,0.27,0.34,0.13
pgui.csv,0.36,0.13,0.06,0.16,0.25,0.15,0.02,0.05,0.04,0.08,0.0,0.05,0.08,0.23
wxcrp.csv,0.0,0.67,0.65,0.06,0.13,0.22,0.0,0.0,0.02,0.03,0.19,0.02,0.06,0.26
