,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,ffigo.csv,gstreamer.csv,metacosm.csv
aufs.csv,1.0,2.0,45.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
bdbbasic.csv,6.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
echongl.csv,0.0,17.0,1.0,1.0,0.0,5.0,1.0,0.0,8.0,0.0,1.0,2.0,5.0,1.0
etherboot.csv,6.0,33.0,411.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0
ffigo.csv,5.0,7.0,103.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
freebios.csv,4.0,5.0,41.0,1.0,0.0,8.0,0.0,0.0,17.0,1.0,2.0,0.0,2.0,4.0
gebr.csv,7.0,23.0,124.0,0.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0
gnukeda.csv,7.0,5.0,4.0,0.0,2.0,2.0,2.0,0.0,9.0,0.0,6.0,1.0,2.0,0.0
gstreamer.csv,10.0,43.0,33.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0
jnode.csv,9.0,12.0,0.0,1.0,0.0,116.0,0.0,0.0,67.0,0.0,2.0,119.0,4.0,1.0
metacosm.csv,2.0,3.0,18.0,0.0,3.0,3.0,0.0,2.0,9.0,0.0,1.0,2.0,4.0,0.0
openmeetings.csv,0.0,0.0,13.0,0.0,82.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
pgui.csv,0.0,12.0,20.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0
wxcrp.csv,0.0,43.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
