,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.53,0.21,0.0,0.17,0.4,0.57,0.0,0.59,0.55,0.0,0.5,0.67,0.0,0.7,0.74,0.54,0.55,0.33,0.49,0.34
checker-framework.csv,0.59,0.09,0.17,0.41,0.27,0.4,0.6,0.78,0.49,0.0,0.29,0.43,0.71,0.34,0.0,0.32,0.47,0.52,0.53,0.36
customsagetv.csv,0.36,0.1,0.15,0.32,0.53,0.32,0.16,0.1,0.29,0.22,0.19,0.49,0.89,0.15,0.06,0.24,0.28,0.1,0.44,0.4
elvishrayrenderer.csv,0.53,0.36,0.0,0.0,0.59,0.17,0.47,0.56,0.48,0.28,0.35,0.72,0.49,0.6,0.5,0.55,0.49,0.33,0.35,0.68
guineu.csv,0.66,0.55,0.02,0.11,0.49,0.37,0.54,0.18,0.31,0.26,0.3,0.51,0.65,0.04,0.11,0.17,0.24,0.16,0.4,0.36
inkscape.csv,0.55,0.59,0.34,0.58,0.17,0.64,0.49,0.45,0.67,0.0,0.0,0.47,0.46,0.0,0.0,0.0,0.66,0.54,0.53,0.52
mesa3d.csv,0.54,0.3,0.09,0.0,0.61,0.59,0.7,0.18,0.54,0.34,0.48,0.59,0.07,0.69,0.37,0.57,0.55,0.2,0.2,0.54
nsis.csv,0.47,0.41,0.66,0.3,0.38,0.37,0.35,0.54,0.54,0.74,0.71,0.56,0.7,0.23,0.49,0.44,0.55,0.68,0.5,0.54
octave.csv,0.47,0.42,0.12,0.31,0.59,0.25,0.46,0.1,0.33,0.29,0.4,0.19,0.32,0.31,0.65,0.24,0.31,0.12,0.07,0.33
oorexx.csv,0.49,0.34,0.25,0.21,0.61,0.58,0.63,0.71,0.62,0.37,0.38,0.47,0.45,0.4,0.21,0.27,0.62,0.18,0.67,0.59
owfs.csv,0.46,0.45,0.0,0.65,0.57,0.5,0.41,0.65,0.21,0.61,0.6,0.61,0.26,0.41,0.71,0.43,0.33,0.52,0.3,0.66
owlib.csv,0.66,0.69,0.57,0.65,0.65,0.58,0.6,0.64,0.59,0.45,0.34,0.69,0.64,0.58,0.31,0.61,0.6,0.3,0.61,0.66
prelude.csv,0.27,0.05,0.84,0.47,0.33,0.59,0.27,0.57,0.4,0.0,0.68,0.21,0.55,0.66,0.24,0.65,0.55,0.34,0.4,0.6
robocode.csv,0.72,0.56,0.0,0.59,0.65,0.74,0.74,0.67,0.63,0.38,0.38,0.58,0.58,0.6,0.45,0.58,0.61,0.31,0.6,0.55
tencompetence.csv,0.15,0.49,0.63,0.3,0.11,0.14,0.05,0.41,0.02,0.15,0.52,0.24,0.45,0.29,0.21,0.49,0.06,0.78,0.47,0.55
trinitycore.csv,0.27,0.27,0.02,0.11,0.61,0.46,0.38,0.45,0.57,0.35,0.44,0.09,0.73,0.4,0.06,0.37,0.61,0.43,0.36,0.45
uwom-server.csv,0.42,0.51,0.0,0.29,0.58,0.54,0.39,0.69,0.61,0.39,0.56,0.37,0.5,0.61,0.0,0.56,0.62,0.42,0.49,0.54
xfce.csv,0.62,0.65,0.0,0.58,0.61,0.66,0.53,0.71,0.64,0.32,0.41,0.62,0.29,0.65,0.37,0.59,0.58,0.33,0.46,0.43
zengine.csv,0.0,0.05,0.73,0.32,0.21,0.0,0.0,0.32,0.33,0.45,0.87,0.21,0.51,0.64,0.0,0.67,0.33,0.13,0.17,0.0
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.8,0.6,0.6,0.6,0.44,0.49,0.59,0.58
