,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.81,0.98,1.0,1.0,0.95,0.95,0.91,0.62,0.93,0.86,0.97,0.73,0.98,0.87,0.73,0.94,0.91,0.3,0.5,0.71
checker-framework.csv,0.81,0.97,0.14,0.91,0.91,0.95,0.83,0.77,0.54,0.53,0.82,0.91,0.94,0.84,0.91,0.84,0.51,0.84,0.75,0.82
customsagetv.csv,0.31,0.08,0.12,0.27,0.5,0.28,0.13,0.08,0.25,0.19,0.16,0.45,0.88,0.12,0.05,0.2,0.24,0.08,0.39,0.35
elvishrayrenderer.csv,0.85,0.32,1.0,1.0,0.59,0.14,0.43,0.54,0.48,0.24,0.32,0.82,0.46,0.81,0.45,0.57,0.49,0.3,0.31,0.68
guineu.csv,0.65,0.52,0.02,0.09,0.45,0.33,0.52,0.15,0.27,0.22,0.26,0.48,0.62,0.03,0.09,0.14,0.2,0.13,0.36,0.32
inkscape.csv,0.65,0.83,0.29,0.82,0.14,0.63,0.65,0.62,0.75,0.36,0.84,0.64,0.69,0.0,0.95,0.0,0.73,0.89,0.89,0.56
mesa3d.csv,0.65,0.26,0.07,0.0,0.59,0.63,0.78,0.15,0.54,0.31,0.42,0.59,0.06,0.71,0.32,0.54,0.55,0.17,0.17,0.59
nsis.csv,0.73,0.62,0.69,0.27,0.59,0.77,0.39,0.69,0.66,0.69,0.79,0.77,0.73,0.2,0.64,0.42,0.69,0.9,0.81,0.65
octave.csv,0.46,0.39,0.1,0.27,0.55,0.21,0.48,0.08,0.29,0.27,0.37,0.16,0.33,0.27,0.68,0.2,0.27,0.1,0.06,0.29
oorexx.csv,0.46,0.3,0.21,0.18,0.64,0.6,0.7,0.77,0.61,0.4,0.34,0.5,0.6,0.36,0.18,0.23,0.6,0.15,0.69,0.65
owfs.csv,0.81,0.77,1.0,0.64,0.82,0.84,0.78,0.77,0.96,0.84,0.92,0.68,0.5,0.86,0.86,0.39,0.96,0.57,0.97,0.88
owlib.csv,0.73,0.69,0.52,0.82,0.68,0.6,0.61,0.62,0.59,0.41,0.29,0.7,0.71,0.56,0.27,0.61,0.6,0.27,0.67,0.76
prelude.csv,0.96,0.99,0.83,1.0,0.95,1.0,0.91,0.85,0.96,0.63,0.74,0.93,0.96,0.85,0.95,0.9,0.96,0.88,0.97,0.85
robocode.csv,0.88,0.54,0.0,0.55,0.68,0.81,0.74,0.85,0.62,0.35,0.34,0.82,0.62,0.57,0.45,0.57,0.6,0.28,0.61,0.56
tencompetence.csv,0.12,0.58,0.6,0.27,0.09,0.12,0.04,0.38,0.02,0.12,0.53,0.2,0.4,0.26,0.18,0.49,0.05,0.8,0.56,0.56
trinitycore.csv,0.23,0.23,0.02,0.09,0.59,0.42,0.35,0.46,0.55,0.31,0.39,0.07,0.69,0.36,0.05,0.33,0.6,0.4,0.33,0.41
uwom-server.csv,0.38,0.49,0.0,0.27,0.59,0.51,0.35,0.77,0.62,0.35,0.55,0.34,0.46,0.59,0.0,0.57,0.62,0.39,0.47,0.53
xfce.csv,0.73,0.72,1.0,0.64,0.64,0.86,0.87,0.69,0.71,0.3,0.39,0.68,0.4,0.68,0.32,0.67,0.58,0.3,0.44,0.44
zengine.csv,1.0,0.97,0.79,0.73,1.0,0.98,1.0,0.92,0.98,0.99,0.84,1.0,0.96,0.77,1.0,0.81,0.98,0.99,1.0,1.0
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.81,0.6,0.64,0.65,0.4,0.46,0.67,0.79
