,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.0,0.48,0.28,0.62,0.29,0.75,0.49,0.24,0.34,0.73,0.63,0.36,0.53
apolloplayer.csv,0.07,0.0,0.28,0.72,0.65,0.38,0.46,0.45,0.9,0.5,0.18,0.27,0.07
auber.csv,0.21,0.27,0.44,0.73,0.52,0.62,0.28,0.45,0.18,0.27,0.29,0.53,0.0
irrlicht.csv,0.81,0.77,0.81,0.09,0.13,0.88,0.74,0.41,0.96,0.21,0.04,0.88,0.47
k3d.csv,0.25,0.08,0.0,0.01,0.0,0.12,0.0,0.1,1.0,0.01,0.18,0.08,0.15
nug.csv,0.38,0.48,0.0,0.17,0.16,0.0,0.24,0.38,0.62,0.26,0.61,0.3,0.24
owlapi.csv,0.02,0.0,0.0,0.02,0.03,0.0,0.02,0.0,0.01,0.0,0.0,0.05,0.0
ppcboot.csv,0.19,0.61,0.31,0.72,0.29,0.5,0.43,0.38,0.01,0.52,0.2,0.59,0.22
red5.csv,0.1,0.06,0.0,0.06,0.13,0.12,0.23,0.03,0.32,0.13,0.14,0.1,0.13
redshell.csv,1.0,1.0,1.0,0.98,0.71,0.0,0.7,0.76,0.61,0.43,0.47,0.7,0.98
utgb.csv,0.28,0.37,0.44,0.26,0.0,0.25,0.19,0.45,0.29,0.18,0.35,0.15,0.24
xreal.csv,0.0,0.2,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.03,0.06,0.0,0.04
