,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.97,0.67,0.5,0.43,0.7,0.67,0.57,0.87,0.64,0.62,0.6,0.64,0.62
apolloplayer.csv,0.95,0.79,0.71,0.46,0.57,0.77,0.56,0.59,0.59,0.65,0.92,0.71,0.93
auber.csv,0.8,0.5,0.53,0.36,0.59,0.57,0.76,0.57,0.85,0.9,0.71,0.52,0.51
irrlicht.csv,0.45,0.54,0.4,0.98,0.91,0.49,0.47,0.38,0.59,0.76,0.5,0.39,0.66
k3d.csv,0.88,0.91,0.0,0.83,0.5,0.95,0.96,0.75,0.57,0.0,0.97,0.93,0.91
nug.csv,0.8,0.65,0.76,0.99,0.94,0.78,0.79,0.5,0.62,0.91,0.75,0.82,0.97
owlapi.csv,0.83,0.0,0.0,0.88,0.67,0.89,0.8,0.75,0.89,0.92,0.88,0.89,0.0
ppcboot.csv,0.77,0.57,0.69,0.43,0.75,0.61,0.62,0.74,0.77,0.6,0.69,0.48,0.64
red5.csv,0.97,0.88,0.5,0.96,0.71,0.96,0.8,0.42,0.62,0.73,0.96,0.94,0.94
redshell.csv,0.4,0.44,0.38,0.35,0.51,0.47,0.44,0.37,0.67,0.7,0.56,0.43,0.39
utgb.csv,0.6,0.43,0.46,0.92,0.55,0.57,0.76,0.59,0.47,0.81,0.54,0.89,0.56
xreal.csv,0.0,0.94,0.0,0.86,0.0,0.9,0.67,0.0,0.0,0.75,0.9,0.8,0.5
