,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,1.0,0.22,0.38,0.0,0.55,0.92,0.13,0.53,0.36,0.13,0.76,0.06,0.48
apolloplayer.csv,0.18,1.0,0.29,0.0,0.52,0.93,0.09,0.62,0.52,0.14,0.76,0.0,0.73
auber.csv,0.21,0.34,0.16,0.0,0.5,0.96,0.17,0.57,0.57,0.1,0.82,0.02,1.0
irrlicht.csv,0.14,0.23,0.36,0.02,0.64,0.96,0.12,0.69,0.53,0.21,0.99,0.02,0.54
k3d.csv,0.06,0.45,1.0,0.0,1.0,0.95,1.0,0.81,0.53,0.0,0.73,0.0,0.27
nug.csv,0.18,0.27,1.0,0.0,0.71,1.0,0.09,0.69,0.56,0.24,0.75,0.04,0.55
owlapi.csv,0.33,1.0,0.0,0.0,0.67,1.0,0.2,1.0,0.89,1.0,1.0,0.0,0.0
ppcboot.csv,0.24,0.24,0.31,0.0,0.55,0.96,0.17,0.52,0.99,0.17,0.88,0.0,0.74
red5.csv,0.2,0.38,1.0,0.04,0.71,0.96,0.11,0.98,0.49,0.35,0.71,0.0,0.56
redshell.csv,0.13,0.23,0.32,0.0,0.49,1.0,0.19,0.59,0.54,0.16,0.78,0.02,0.55
utgb.csv,0.22,0.34,0.33,0.0,1.0,0.96,0.11,0.55,0.48,0.26,0.78,0.04,0.59
xreal.csv,0.0,0.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0
