,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.45,0.67,0.81,0.88,0.95,0.83,0.8,1.0
fceugc.csv,0.92,0.91,0.42,0.78,0.65,0.72,0.63,0.93
ftm.csv,0.77,0.65,0.77,0.82,0.57,0.77,0.48,0.42
google-gears.csv,0.74,0.66,0.69,0.8,0.67,0.43,0.78,0.93
jaolt.csv,0.98,0.54,0.52,0.56,0.59,0.72,0.52,0.36
jcache.csv,0.77,0.46,0.69,0.67,0.76,0.93,0.82,0.19
kmess.csv,1.0,0.77,0.54,0.91,0.52,0.98,0.66,0.4
xmemcached.csv,1.0,0.31,0.86,0.64,0.86,0.93,0.82,0.83
