,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.52,0.37,0.29,0.24,0.1,0.29,0.62,0.0
fceugc.csv,0.13,0.21,0.61,0.46,0.55,0.45,0.61,0.42
ftm.csv,0.27,0.47,0.31,0.3,0.58,0.37,0.65,0.69
google-gears.csv,0.42,0.43,0.38,0.81,0.76,0.79,0.64,0.59
jaolt.csv,0.03,0.47,0.56,0.76,0.61,0.45,0.63,0.74
jcache.csv,0.45,0.53,0.49,0.54,0.75,0.81,0.29,0.86
kmess.csv,0.01,0.28,0.53,0.17,0.76,0.03,0.48,0.69
xmemcached.csv,0.4,0.67,0.41,0.56,0.61,0.81,0.32,0.49
