,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.55,0.54,0.44,0.61,0.52,0.27,0.25,0.89,0.06,0.81
geotools.csv,0.5,0.84,0.76,0.51,0.62,0.47,0.64,0.72,0.27,0.7
gephex.csv,0.8,0.81,0.64,1.0,0.71,0.87,0.74,0.69,0.65,0.66
haggle.csv,0.0,0.73,0.28,0.0,0.0,0.33,0.2,0.0,0.04,0.09
java-gnome.csv,0.45,0.5,0.44,0.74,0.44,0.73,0.74,0.38,0.49,0.77
jgnash.csv,0.4,0.55,0.64,0.72,0.4,0.6,0.52,0.66,0.39,0.81
jrdf.csv,0.1,0.2,0.52,0.89,0.56,0.8,0.46,0.14,0.49,0.33
mpqc.csv,0.65,0.35,0.24,0.26,0.44,0.13,0.25,0.63,0.55,0.56
panda3d.csv,0.35,0.41,0.36,0.18,0.48,0.13,0.47,0.68,0.17,0.2
tencompetence.csv,0.4,0.31,0.6,0.67,0.44,0.67,0.58,0.1,0.81,0.17
