,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,1.0,0.0,27.0,0.0,3.0,10.0,5.0,0.0,0.0,0.0
geotools.csv,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0
gephex.csv,1.0,0.0,40.0,0.0,1.0,11.0,4.0,2.0,0.0,1.0
haggle.csv,127.0,0.0,1.0,72.0,154.0,2.0,3.0,111.0,0.0,0.0
java-gnome.csv,2.0,0.0,7.0,0.0,3.0,2.0,16.0,1.0,0.0,0.0
jgnash.csv,1.0,1.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0
jrdf.csv,4.0,2.0,31.0,0.0,1.0,4.0,12.0,2.0,0.0,0.0
mpqc.csv,1.0,0.0,60.0,0.0,3.0,4.0,30.0,0.0,0.0,0.0
panda3d.csv,1.0,0.0,18.0,0.0,2.0,4.0,24.0,0.0,1.0,2.0
tencompetence.csv,0.0,0.0,52.0,0.0,1.0,7.0,34.0,2.0,0.0,0.0
