,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.31,0.58,0.26,0.69,0.36,0.24,0.31,0.74,0.11,0.83
geotools.csv,0.21,0.74,0.36,0.62,0.42,0.41,0.52,0.67,0.36,0.71
gephex.csv,0.28,0.71,0.27,0.89,0.42,0.38,0.45,0.73,0.63,0.63
haggle.csv,0.0,0.72,0.36,0.0,0.0,0.34,0.27,0.0,0.08,0.17
java-gnome.csv,0.2,0.56,0.4,0.82,0.34,0.42,0.45,0.5,0.54,0.71
jgnash.csv,0.2,0.62,0.48,0.79,0.39,0.46,0.45,0.65,0.46,0.72
jrdf.csv,0.08,0.3,0.19,0.86,0.45,0.57,0.37,0.23,0.58,0.39
mpqc.csv,0.43,0.45,0.11,0.38,0.35,0.1,0.22,0.61,0.59,0.6
panda3d.csv,0.2,0.5,0.26,0.27,0.44,0.16,0.37,0.67,0.25,0.3
tencompetence.csv,0.31,0.39,0.26,0.74,0.36,0.26,0.34,0.17,0.82,0.23
