,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.51,0.43,0.52,0.82,0.15,0.74
bullet.csv,0.32,0.44,0.32,0.89,0.15,0.68
openintents.csv,0.22,0.61,0.29,0.74,0.12,0.71
pokenetonline.csv,0.31,0.43,0.33,0.76,0.12,0.9
tktoolkit.csv,0.28,0.45,0.28,0.88,0.37,0.68
zealos.csv,0.49,0.0,0.23,0.58,0.24,0.69
