,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.77,0.87,0.77,0.63,0.61,0.82
bullet.csv,0.9,0.96,0.41,0.7,0.83,0.75
openintents.csv,0.57,0.61,0.59,0.63,0.87,0.85
pokenetonline.csv,1.0,0.87,1.0,0.88,0.78,0.73
tktoolkit.csv,0.8,0.87,0.23,0.55,0.57,0.57
zealos.csv,0.77,0.0,0.14,0.1,0.35,0.15
