,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.4,0.8,0.42,0.57,0.64,0.7
bullet.csv,0.86,0.85,0.72,0.41,0.71,0.88
openintents.csv,0.97,0.48,0.81,0.81,0.96,0.85
pokenetonline.csv,1.0,0.83,0.98,0.91,0.9,0.33
tktoolkit.csv,0.95,0.74,0.82,0.51,0.46,0.77
zealos.csv,0.42,1.01,0.89,0.93,0.67,0.86
