,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.79,0.92,0.72,0.91,0.08,0.7,0.33,0.66,0.6,0.51,0.95,0.63
emulemorph.csv,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.33,1.02,0.97,1.0
jaxen.csv,0.97,1.0,0.88,0.64,1.0,1.0,1.0,0.0,1.0,0.92,1.0,1.0
jvcl.csv,0.85,1.0,0.25,0.88,0.84,0.88,1.27,0.93,1.0,0.83,1.0,1.0
m-m-m.csv,0.69,1.0,0.86,0.42,0.81,0.0,0.61,0.93,0.76,0.63,0.98,0.85
motu.csv,1.0,0.75,0.88,1.0,0.85,0.84,1.0,0.61,1.0,0.0,1.0,1.0
nh3d.csv,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sarasvati.csv,0.71,0.76,1.0,0.09,1.0,1.0,0.16,1.0,0.84,0.98,0.88,1.0
wgs-assembler.csv,0.03,0.32,0.65,0.44,0.76,0.79,0.54,0.46,0.89,0.85,0.95,0.19
zabbix.csv,0.92,0.61,0.95,0.82,0.85,0.69,0.84,0.5,0.85,0.83,0.0,1.25
