,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.42,0.59,0.99,0.63,0.85,0.83,0.67,0.63,0.81,0.72
aime.csv,0.83,0.48,0.56,0.66,0.87,0.47,0.45,0.63,0.52,0.76
badtrinitycore.csv,0.7,0.88,0.98,0.98,0.43,0.44,0.86,0.97,0.88,0.94
electric-core.csv,0.47,0.49,0.83,0.54,0.63,0.65,0.64,0.61,0.49,0.55
geochat.csv,0.38,0.62,0.58,0.67,0.54,0.48,0.64,0.83,0.62,0.83
mumble.csv,0.36,0.37,0.59,0.92,0.69,0.5,0.62,0.61,0.58,0.89
olsrd.csv,0.3,0.39,0.35,0.39,0.41,0.54,0.51,0.42,0.43,0.46
silvertree.csv,0.36,0.49,0.68,0.78,0.59,0.6,0.54,0.6,0.76,0.71
skia.csv,0.39,0.62,0.65,0.55,0.58,0.73,0.54,0.82,0.59,0.93
t-2.csv,0.81,0.89,0.99,0.98,0.8,0.85,0.77,0.99,0.93,0.79
