,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.96,0.61,0.42,0.26,0.37,0.19,0.39,0.21,0.21,0.29
aime.csv,0.25,0.77,0.44,0.38,0.97,0.64,0.33,0.14,0.43,0.22
badtrinitycore.csv,0.44,0.21,0.17,0.96,0.27,0.59,0.19,0.08,0.06,0.22
electric-core.csv,0.65,0.73,0.93,0.24,0.28,0.4,0.33,0.11,0.35,0.32
geochat.csv,0.54,0.45,0.35,0.16,0.25,0.73,0.38,0.14,0.27,1.0
mumble.csv,0.71,0.64,0.34,0.09,0.07,0.55,0.98,0.31,0.48,0.37
olsrd.csv,0.75,0.99,0.36,0.23,0.38,0.42,0.42,0.24,0.47,0.39
silvertree.csv,0.7,0.64,0.4,0.18,0.22,1.0,0.52,0.15,0.35,0.25
skia.csv,0.63,0.43,0.34,0.28,0.25,0.39,0.45,0.26,0.98,0.22
t-2.csv,0.29,0.47,0.2,0.23,0.11,0.27,0.18,0.96,0.16,0.29
