,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,silvertree.csv,mumble.csv,t-2.csv,skia.csv,geochat.csv
adaptagrams.csv,0.93,0.51,0.4,0.52,0.41,0.15,0.41,0.39,0.2,0.31
aime.csv,0.18,0.63,0.7,0.77,1.0,0.66,0.47,0.4,0.55,0.33
badtrinitycore.csv,0.36,0.15,0.15,0.93,0.32,0.66,0.15,0.17,0.05,0.2
electric-core.csv,0.59,0.52,0.92,0.64,0.55,0.4,0.43,0.31,0.44,0.51
geochat.csv,0.53,0.34,0.52,0.4,0.4,0.76,0.44,0.22,0.3,1.0
mumble.csv,0.69,0.54,0.44,0.13,0.09,0.55,0.97,0.47,0.47,0.35
olsrd.csv,0.67,0.99,0.43,0.52,0.74,0.45,0.58,0.61,0.57,0.6
silvertree.csv,0.7,0.53,0.56,0.3,0.39,1.0,0.67,0.36,0.34,0.31
skia.csv,0.62,0.33,0.43,0.61,0.4,0.32,0.58,0.32,0.97,0.2
t-2.csv,0.26,0.37,0.21,0.3,0.23,0.27,0.26,0.93,0.16,0.4
