,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.55,0.43,0.66,0.65,1.0
bdbbasic.csv,0.81,0.68,0.67,0.41,0.9
empyrean.csv,0.4,1.0,1.0,1.0,1.0
gnome-jabber.csv,0.58,0.56,0.63,0.55,0.4
nutz.csv,0.76,0.87,0.32,1.02,0.83
