,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.57,0.65,0.54,0.61,0.0
bdbbasic.csv,0.38,0.64,0.56,0.66,0.12
empyrean.csv,0.73,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.62,0.58,0.44,0.73,0.68
nutz.csv,0.43,0.43,0.75,0.32,0.5
