,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.76,0.7,0.28,0.32,0.0
bdbbasic.csv,0.57,0.52,0.28,0.57,1.0
empyrean.csv,0.81,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.72,0.58,0.46,0.38,0.98
nutz.csv,0.61,0.38,0.58,0.15,0.95
