,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.55,0.63,0.54,0.68,0.0
bdbbasic.csv,0.36,0.81,0.59,0.63,0.1
empyrean.csv,0.75,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.64,0.56,0.39,0.84,0.65
nutz.csv,0.41,0.5,0.73,0.37,0.79
