,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,17.0,0.0,3.0,5.0,11.0,3.0,92.0
chipster.csv,0.0,680.0,0.0,1.0,0.0,91.0,0.0,304.0,85.0,64.0,0.0,3.0,2.0,4.0,2.0,103.0
delphilhlplib.csv,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,5.0,17.0,0.0,3.0,4.0,8.0,3.0,92.0
emite.csv,69.0,680.0,161.0,70.0,215.0,91.0,99.0,304.0,85.0,64.0,55.0,1.0,270.0,0.0,51.0,103.0
hydrate.csv,0.0,680.0,6.0,1.0,0.0,0.0,0.0,304.0,85.0,64.0,0.0,3.0,0.0,11.0,0.0,103.0
ivataopenportal.csv,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,85.0,1.0,0.0,3.0,6.0,10.0,0.0,103.0
jfreechart.csv,4.0,680.0,0.0,0.0,3.0,91.0,0.0,304.0,85.0,64.0,0.0,3.0,4.0,4.0,0.0,0.0
jppf-project.csv,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,17.0,0.0,3.0,5.0,11.0,3.0,92.0
kolmafia.csv,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,5.0,11.0,1.0,92.0
l2j.csv,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,2.0,103.0
mb-unit.csv,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,10.0,0.0,3.0,5.0,11.0,3.0,92.0
opde.csv,0.0,680.0,161.0,1.0,0.0,91.0,0.0,304.0,85.0,64.0,0.0,3.0,270.0,20.0,0.0,103.0
pamguard.csv,69.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,17.0,55.0,1.0,4.0,98.0,1.0,92.0
quark.csv,69.0,680.0,161.0,70.0,215.0,91.0,99.0,304.0,85.0,64.0,55.0,70.0,270.0,98.0,51.0,103.0
stajistics.csv,5.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,17.0,0.0,1.0,1.0,2.0,3.0,92.0
tigermud.csv,0.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,17.0,0.0,2.0,5.0,6.0,3.0,92.0
