,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chipster.csv,0.96,0.0,0.21,1.0,0.44,0.0,0.75,0.0,0.0,0.0,0.33,0.78,0.08,0.8,0.32,0.0
delphilhlplib.csv,0.67,1.0,0.96,0.28,0.87,1.0,0.62,1.0,1.0,1.0,1.0,0.72,0.96,0.83,1.0,1.0
emite.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
hydrate.csv,1.0,0.0,0.31,1.0,0.52,0.03,1.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.26,0.0
ivataopenportal.csv,0.53,0.09,0.78,0.72,0.3,0.55,0.62,0.08,0.0,0.1,0.38,0.95,0.34,0.96,0.42,0.14
jfreechart.csv,0.42,0.0,0.06,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.57,0.62,0.07,0.35,0.32,0.0
jppf-project.csv,1.0,1.0,0.98,0.39,0.97,1.0,0.5,1.0,1.0,1.0,1.0,0.98,0.97,0.9,1.0,1.0
kolmafia.csv,1.0,0.79,0.98,1.0,1.0,0.94,1.0,0.68,0.18,0.94,0.67,1.0,0.93,0.99,0.89,1.0
l2j.csv,1.0,0.24,0.8,1.0,0.61,0.73,1.0,0.41,0.33,0.65,0.9,0.82,0.49,0.7,0.79,0.82
mb-unit.csv,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,1.0,1.0,1.0,1.0,1.0,1.0
opde.csv,0.09,0.0,0.0,0.56,0.0,0.0,0.12,0.0,0.0,0.0,0.24,0.78,0.0,0.71,0.0,0.0
pamguard.csv,0.0,1.0,0.19,0.0,0.02,0.48,0.0,1.0,1.0,1.0,0.19,0.05,0.14,0.0,0.26,1.0
quark.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stajistics.csv,0.42,1.0,0.97,0.78,0.75,1.0,0.88,1.0,1.0,1.0,0.38,0.08,0.87,0.09,1.0,1.0
tigermud.csv,0.96,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24,0.57,1.0,0.52,1.0,1.0
