,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.37,0.42,0.36,0.38,0.43,0.33,0.33,0.4,0.35,0.34,0.43,0.37,0.39,0.44,0.37,0.28
chipster.csv,0.37,0.0,0.49,0.42,0.47,0.0,0.33,0.0,0.0,0.0,0.5,0.38,0.97,0.43,0.57,0.0
delphilhlplib.csv,0.46,0.42,0.38,0.4,0.48,0.33,0.42,0.4,0.35,0.34,0.44,0.39,0.41,0.45,0.37,0.28
emite.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0
hydrate.csv,0.37,0.0,0.48,0.38,0.39,0.8,0.32,0.0,0.0,0.0,0.43,0.37,0.54,0.44,0.4,0.0
ivataopenportal.csv,0.38,0.99,0.4,0.4,0.54,0.44,0.4,0.97,0.0,0.89,0.45,0.38,0.51,0.45,0.38,0.93
jfreechart.csv,0.65,0.0,0.92,0.0,0.96,0.0,0.9,0.0,0.0,0.0,0.54,0.42,0.93,0.45,0.55,0.0
jppf-project.csv,0.37,0.42,0.37,0.42,0.44,0.33,0.33,0.4,0.35,0.34,0.44,0.37,0.4,0.48,0.37,0.28
kolmafia.csv,0.37,0.41,0.36,0.38,0.43,0.31,0.33,0.35,0.41,0.32,0.38,0.37,0.38,0.45,0.35,0.28
l2j.csv,0.38,0.58,0.36,0.39,0.4,0.33,0.32,0.53,0.45,0.41,0.44,0.35,0.41,0.39,0.36,0.3
mb-unit.csv,0.37,0.42,0.36,0.38,0.43,0.33,0.33,0.4,0.35,0.35,0.43,0.37,0.39,0.44,0.37,0.28
opde.csv,0.73,0.0,0.0,0.49,0.0,0.0,0.94,0.0,0.0,0.0,0.5,0.42,0.0,0.47,0.0,0.0
pamguard.csv,0.0,0.42,0.96,0.5,0.75,0.39,0.75,0.4,0.35,0.34,0.75,0.75,0.84,0.0,0.77,0.28
quark.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stajistics.csv,0.48,0.42,0.36,0.43,0.43,0.33,0.31,0.4,0.35,0.34,0.5,0.88,0.39,0.65,0.37,0.28
tigermud.csv,0.41,0.42,0.38,0.41,0.43,0.33,0.33,0.4,0.35,0.34,0.56,0.61,0.39,0.66,0.37,0.28
