,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.36,0.85,0.41,0.75,0.51,0.64,0.92,0.88,0.55,0.2,0.62,0.44,0.72,0.3,0.63,0.01
chipster.csv,0.37,0.0,0.67,0.72,0.59,0.0,0.92,0.0,0.0,0.0,0.71,0.47,0.81,0.35,0.71,0.0
delphilhlplib.csv,0.38,0.85,0.4,0.91,0.52,0.64,0.93,0.88,0.55,0.2,0.61,0.49,0.71,0.32,0.63,0.01
emite.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.0,0.0,0.0
hydrate.csv,0.36,0.0,0.48,0.75,0.58,0.8,0.91,0.0,0.0,0.0,0.62,0.44,0.86,0.3,0.86,0.0
ivataopenportal.csv,0.35,0.89,0.4,0.79,0.72,0.65,0.91,0.91,0.0,0.44,0.72,0.44,0.75,0.31,0.75,0.0
jfreechart.csv,0.39,0.0,0.54,1.0,0.36,0.0,1.0,0.0,0.0,0.0,0.5,0.44,0.67,0.43,0.7,1.0
jppf-project.csv,0.36,0.85,0.41,0.87,0.51,0.64,0.96,0.88,0.55,0.2,0.62,0.44,0.72,0.31,0.63,0.01
kolmafia.csv,0.36,0.87,0.41,0.75,0.51,0.65,0.92,0.89,0.84,0.21,0.65,0.44,0.72,0.31,0.65,0.01
l2j.csv,0.35,0.89,0.42,0.74,0.55,0.66,0.91,0.88,0.68,0.17,0.63,0.45,0.83,0.36,0.67,0.0
mb-unit.csv,0.36,0.86,0.41,0.75,0.51,0.64,0.92,0.88,0.55,0.19,0.62,0.44,0.72,0.3,0.63,0.01
opde.csv,0.82,0.0,0.0,0.8,1.0,0.0,0.94,0.0,0.0,0.0,0.72,0.47,0.0,0.32,1.0,0.0
pamguard.csv,0.0,0.85,0.36,1.0,0.5,0.76,1.0,0.88,0.55,0.2,0.0,0.5,0.75,0.0,0.62,0.01
quark.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stajistics.csv,0.34,0.85,0.42,0.75,0.52,0.64,0.92,0.88,0.55,0.2,0.64,0.62,0.73,0.74,0.63,0.01
tigermud.csv,0.33,0.85,0.41,0.73,0.51,0.64,0.92,0.88,0.55,0.2,0.86,0.39,0.72,0.28,0.63,0.01
