,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chipster.csv,0.96,1.0,0.43,1.01,0.59,1.0,0.78,1.0,1.0,1.0,0.61,0.79,0.88,0.8,0.63,1.0
delphilhlplib.csv,0.72,1.0,0.96,0.28,0.88,1.0,0.68,1.0,1.0,1.0,1.0,0.73,0.96,0.83,1.0,1.0
emite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41,1.0,0.97,1.0,1.0
hydrate.csv,1.0,1.0,0.66,1.0,0.61,0.93,1.0,1.0,1.0,1.0,1.0,1.0,0.48,1.0,0.28,1.0
ivataopenportal.csv,0.72,0.88,0.81,0.73,0.42,0.69,0.76,0.88,1.0,0.7,0.55,0.95,0.7,0.96,0.5,1.01
jfreechart.csv,0.67,1.0,0.9,0.98,0.93,1.0,0.78,1.0,1.0,1.0,0.87,0.72,0.95,0.53,0.66,0.0
jppf-project.csv,1.0,1.0,0.98,0.41,0.97,1.0,0.5,1.0,1.0,1.0,1.0,0.97,0.97,0.9,1.0,1.0
kolmafia.csv,1.0,0.8,0.98,1.0,1.0,0.94,1.0,0.71,0.28,0.94,0.71,1.0,0.94,0.99,0.9,1.0
l2j.csv,1.0,0.72,0.82,1.0,0.68,0.76,1.01,0.73,0.54,0.8,0.91,0.84,0.49,0.7,0.79,1.29
mb-unit.csv,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0
opde.csv,0.29,1.0,1.0,0.62,0.99,1.0,0.84,1.0,1.0,1.0,0.67,0.78,1.0,0.75,0.97,1.0
pamguard.csv,1.0,1.0,0.87,0.96,0.98,0.51,0.96,1.0,1.0,1.0,1.02,0.94,0.84,1.0,0.8,1.0
quark.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stajistics.csv,0.73,1.0,0.97,0.8,0.79,1.0,0.88,1.0,1.0,1.0,0.71,0.84,0.87,0.44,1.0,1.0
tigermud.csv,0.97,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.77,1.0,0.75,1.0,1.0
