,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.32,0.39,0.18,0.29,0.17,0.24,0.1,0.96,0.18,0.17,0.35
haphazard.csv,0.09,0.28,0.04,0.15,0.0,0.36,0.17,0.06,0.93,0.06,0.19
jicarilla.csv,0.0,0.0,1.0,0.0,0.17,0.0,0.0,0.0,0.1,0.0,0.06
jruby.csv,0.68,0.59,0.3,0.56,0.68,0.29,0.52,0.29,0.49,0.17,1.0
optalgtoolkit.csv,0.44,0.46,0.4,0.62,0.55,0.96,0.53,0.38,0.35,0.16,0.2
ossim.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.62,0.59,0.07,0.63,0.77,0.54,0.93,0.19,0.68,0.46,0.47
qedo.csv,0.09,0.04,0.0,0.0,0.0,0.06,0.17,0.0,0.1,0.93,0.01
sabbu.csv,0.97,0.28,0.38,0.53,0.32,0.25,0.34,0.21,0.1,0.21,0.35
vxl.csv,0.49,0.96,0.61,0.14,0.33,0.13,0.37,0.0,0.1,0.0,0.33
zact.csv,0.33,0.04,0.0,0.07,0.49,0.0,0.0,0.47,0.0,0.06,0.04
