,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.79,0.92,0.93,0.87,0.6,0.6,0.86,0.43,0.71,0.95,0.77
haphazard.csv,0.9,0.97,0.67,0.94,0.88,0.71,0.88,0.75,0.92,0.98,0.79
jicarilla.csv,0.0,0.67,0.85,0.0,0.75,0.0,0.0,0.0,0.0,0.94,0.83
jruby.csv,0.44,0.45,0.68,0.42,0.46,0.5,0.5,0.39,0.39,0.43,0.48
optalgtoolkit.csv,0.51,0.69,0.83,0.4,0.57,0.61,0.49,0.6,0.67,0.64,0.8
ossim.csv,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projectts.csv,0.49,0.51,0.82,0.56,0.47,0.5,0.62,0.88,0.45,0.49,0.55
qedo.csv,0.94,0.89,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.95,0.0
sabbu.csv,0.53,0.77,0.92,0.61,0.55,0.91,0.73,0.67,0.85,0.55,0.62
vxl.csv,0.64,0.89,0.56,0.98,0.76,0.89,0.47,0.33,0.91,0.82,0.74
zact.csv,0.97,0.86,0.0,0.9,0.67,0.0,0.0,0.36,0.0,0.96,0.8
