,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.27,0.05,0.74,0.79,0.24
elmo.csv,0.62,0.62,0.61,0.5,0.6
mscore.csv,0.43,0.7,0.72,0.67,0.68
tolven.csv,0.23,0.62,0.72,0.76,0.25
xbplayer.csv,0.0,0.73,0.61,0.77,0.5
