,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.16,0.49,0.56,0.86,0.29,0.5,0.61,0.33,0.62,0.24,0.12,0.11,0.76,0.26,0.53,0.35,0.14,0.26,0.54
dspace-gsoc.csv,0.2,0.54,0.45,0.23,0.4,0.35,0.47,0.13,0.85,0.81,0.17,0.12,0.77,0.28,0.43,0.33,0.29,0.24,0.55
grisbi.csv,0.16,0.52,0.38,0.9,0.4,0.43,0.94,0.36,0.86,0.91,0.22,0.13,0.77,0.52,0.92,0.43,0.1,0.72,0.55
maidsafe-dht.csv,0.22,0.43,0.37,0.7,0.47,0.33,0.67,0.41,0.8,0.89,0.0,0.09,0.68,0.62,0.46,0.33,0.19,0.53,0.57
mesa3d.csv,0.18,0.22,0.0,0.1,0.31,0.33,0.57,0.51,0.57,0.48,0.2,0.14,0.44,0.17,0.74,0.43,0.0,0.1,0.24
n2cms.csv,0.22,0.64,0.39,0.61,0.43,0.31,0.69,0.42,0.61,0.89,0.18,0.11,0.65,0.52,0.62,0.33,0.21,0.71,0.52
nassp.csv,0.0,0.23,0.34,0.22,0.29,0.31,0.47,0.65,0.33,0.47,0.0,0.07,0.2,0.31,0.43,0.27,0.25,0.41,0.32
ninject.csv,0.02,0.38,0.29,0.27,0.23,0.44,0.17,0.18,0.44,0.28,0.0,0.04,0.46,0.25,0.45,0.24,0.56,0.58,0.59
nug.csv,0.16,0.6,0.38,0.85,0.15,0.7,0.24,0.3,0.74,0.0,0.16,0.04,0.68,0.3,0.59,0.21,0.13,0.7,0.24
nuttx.csv,0.07,0.15,0.37,0.8,0.4,0.38,0.48,0.49,0.25,0.43,0.22,0.1,0.28,0.37,0.55,0.21,0.0,0.54,0.47
oorexx.csv,0.23,0.15,0.38,0.21,0.44,0.34,0.59,0.51,0.23,0.62,0.21,0.18,0.11,0.48,0.5,0.29,0.0,0.69,0.24
oppna-program-hsatools.csv,0.16,0.56,0.38,0.79,0.32,0.49,0.91,0.34,0.88,0.91,0.0,0.1,0.68,0.48,0.71,0.36,0.13,0.72,0.53
redshell.csv,0.14,0.27,0.25,0.9,0.31,0.18,0.86,0.13,0.64,0.45,0.13,0.06,0.1,0.54,0.75,0.24,0.14,0.42,0.52
super-tux.csv,0.22,0.42,0.29,0.83,0.4,0.47,0.77,0.38,0.52,0.71,0.2,0.11,0.75,0.53,0.95,0.34,0.0,0.56,0.52
tart.csv,0.0,0.27,0.28,0.15,0.43,0.3,0.61,0.44,0.8,0.92,0.21,0.32,0.58,0.44,0.55,0.18,0.17,0.54,0.25
tcvp.csv,0.0,0.17,0.0,0.02,0.12,0.0,0.0,0.0,0.13,0.03,0.44,0.0,0.0,0.05,0.02,0.03,0.25,0.0,0.0
vdsf.csv,0.27,0.56,0.34,0.7,0.29,0.28,0.93,0.32,0.87,0.9,0.24,0.15,0.74,0.57,0.85,0.32,0.15,0.7,0.56
web-cat.csv,0.03,0.52,0.44,0.22,0.36,0.47,0.87,0.35,0.82,0.9,0.2,0.12,0.59,0.57,0.94,0.14,0.12,0.73,0.73
zabbix.csv,0.03,0.57,0.39,0.32,0.37,0.31,0.69,0.55,0.7,0.72,0.17,0.18,0.58,0.53,0.68,0.33,0.15,0.52,0.37
