,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.26,0.48,0.5,0.54,0.67,0.44,0.48,0.67,0.52,0.89,0.88,0.51,0.37,0.92,0.63,0.45,0.89,0.9,0.3
dspace-gsoc.csv,0.43,0.39,0.39,0.55,0.39,0.31,0.47,0.67,0.42,0.29,0.41,0.35,0.35,0.48,0.5,0.68,0.5,0.8,0.35
grisbi.csv,0.26,0.43,0.44,0.53,0.41,0.3,0.45,0.35,0.45,0.3,0.35,0.35,0.32,0.35,0.44,0.43,0.43,0.38,0.32
maidsafe-dht.csv,0.42,0.66,0.4,0.61,0.54,0.32,0.44,0.44,0.46,0.28,0.67,0.47,0.35,0.59,0.55,0.45,0.69,0.48,0.32
mesa3d.csv,0.99,0.69,0.0,0.92,0.49,0.53,0.48,0.44,0.55,0.67,0.34,0.57,0.71,0.63,0.43,0.45,0.0,0.67,0.83
n2cms.csv,0.42,0.53,0.4,0.71,0.41,0.35,0.48,0.37,0.44,0.29,0.45,0.36,0.37,0.33,0.4,0.41,0.42,0.37,0.29
nassp.csv,0.0,0.92,0.46,0.97,0.86,0.6,0.54,0.53,0.96,0.7,0.75,0.68,0.8,0.92,0.54,0.8,0.91,0.69,0.83
ninject.csv,0.99,0.63,0.89,0.97,0.54,0.73,0.95,0.59,0.65,0.92,0.0,0.6,0.52,0.38,0.88,0.88,0.69,0.47,0.34
nug.csv,0.28,0.4,0.66,0.63,0.92,0.65,0.96,0.53,0.51,0.0,0.94,0.53,0.41,0.53,0.71,0.81,0.4,0.45,0.83
nuttx.csv,0.96,0.86,0.6,0.71,0.75,0.4,0.55,0.48,0.96,0.72,0.39,0.56,0.86,0.55,0.47,0.72,0.67,0.55,0.6
oorexx.csv,0.99,0.94,0.41,0.85,0.48,0.33,0.48,0.44,0.83,0.44,0.33,0.42,0.5,0.87,0.47,0.93,0.0,0.39,0.83
oppna-program-hsatools.csv,0.26,0.46,0.44,0.57,0.44,0.35,0.47,0.38,0.47,0.29,0.67,0.42,0.35,0.36,0.58,0.46,0.42,0.38,0.33
redshell.csv,0.27,0.95,0.95,0.57,0.71,0.88,0.57,0.94,0.64,0.75,0.55,0.48,0.67,0.48,0.61,0.7,0.54,0.9,0.41
super-tux.csv,0.42,0.52,0.59,0.58,0.41,0.45,0.56,0.44,0.51,0.47,0.36,0.45,0.31,0.44,0.43,0.49,0.5,0.64,0.37
tart.csv,0.0,0.81,0.56,0.88,0.57,0.43,0.52,0.5,0.48,0.32,0.38,0.65,0.42,0.36,0.58,0.97,0.74,0.52,0.8
tcvp.csv,0.0,0.9,0.0,0.5,0.5,0.0,0.0,0.67,0.94,0.0,0.74,0.92,0.0,0.65,0.0,0.8,0.67,0.0,0.0
vdsf.csv,0.99,0.51,0.46,0.66,0.45,0.39,0.49,0.37,0.46,0.35,0.85,0.5,0.33,0.37,0.54,0.47,0.38,0.43,0.33
web-cat.csv,0.99,0.47,0.47,0.96,0.43,0.4,0.52,0.37,0.44,0.35,0.37,0.39,0.5,0.36,0.47,0.97,0.48,0.39,0.48
zabbix.csv,0.8,0.48,0.43,0.82,0.59,0.35,0.45,0.41,0.59,0.43,0.54,0.42,0.47,0.78,0.46,0.46,0.38,0.56,0.92
