,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.45,0.57,0.48,0.58,0.98,0.67,0.78,0.91,0.37,0.6,0.65,0.49,0.53,0.45,0.77,0.52,0.38,0.57
aztec.csv,0.94,0.91,0.77,0.79,0.96,0.83,0.62,0.83,0.9,0.86,0.93,0.9,0.96,0.72,0.88,0.67,0.9,0.93
bibedt.csv,0.66,0.52,0.61,0.85,0.97,0.62,0.57,0.89,0.91,0.53,0.87,0.48,0.48,0.47,0.76,0.56,0.9,0.79
esmf.csv,0.87,0.51,0.58,0.89,0.44,0.43,0.52,0.44,0.47,0.39,0.63,0.44,0.44,0.55,0.42,0.49,0.35,0.73
irrlicht.csv,0.46,0.51,0.43,0.69,0.49,0.49,0.43,0.43,0.37,0.35,0.5,0.47,0.44,0.5,0.43,0.42,0.38,0.52
jstock.csv,0.94,0.72,0.98,0.0,0.97,0.5,0.93,0.58,0.8,0.88,0.78,0.94,0.85,0.71,0.95,1.0,0.77,0.92
kowari.csv,0.83,0.61,0.88,0.0,0.55,0.57,0.86,0.86,0.8,0.93,0.73,0.52,0.81,0.68,0.84,0.55,0.88,0.71
lportal.csv,0.64,0.64,0.97,0.0,0.88,0.83,0.89,0.76,0.91,0.68,0.61,0.84,0.98,0.96,0.97,0.99,0.57,0.69
modellus.csv,0.58,0.54,0.68,0.8,0.95,0.67,0.67,0.86,0.88,0.91,0.78,0.47,0.7,0.57,0.81,0.52,0.8,0.72
open-data-kit.csv,0.56,0.37,0.44,0.8,0.58,0.39,0.35,0.41,0.51,0.67,0.56,0.43,0.44,0.43,0.41,0.47,0.61,0.49
pentahoanalysistool.csv,0.9,0.63,0.98,0.0,0.97,0.92,0.95,0.5,0.8,0.8,0.96,0.84,0.92,0.69,0.5,1.0,0.8,0.78
phet.csv,0.55,0.72,0.98,0.7,0.43,0.56,0.97,0.43,0.75,0.45,0.69,0.64,0.51,0.93,0.42,1.0,0.35,0.64
qtractor.csv,0.58,0.51,0.66,0.65,0.95,0.48,0.5,0.86,0.63,0.7,0.59,0.55,0.64,0.51,0.71,0.62,0.89,0.79
roller.csv,0.7,0.49,0.53,0.57,0.87,0.61,0.46,0.72,0.54,0.56,0.58,0.39,0.46,0.43,0.47,0.45,0.46,0.62
sumatrapdf.csv,0.54,0.51,0.66,0.62,0.6,0.58,0.53,0.58,0.38,0.65,0.52,0.57,0.55,0.39,0.67,0.45,0.61,0.57
synergyspace.csv,0.83,0.92,0.97,0.67,0.0,0.75,0.83,0.75,0.89,0.89,0.94,0.94,0.89,0.93,0.0,1.0,0.83,0.92
ultimairis.csv,0.43,0.44,0.38,0.56,0.5,0.5,0.39,0.53,0.38,0.35,0.44,0.42,0.43,0.36,0.85,0.41,0.34,0.46
voms.csv,0.93,0.67,0.88,0.89,0.91,0.5,0.75,0.86,0.8,0.86,0.9,0.86,0.92,0.95,0.75,0.99,0.88,0.75
