,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.37,0.51,0.2,0.29,0.34,0.65,0.96,0.19,0.17,0.46,0.52,0.62,0.55,0.65,0.34,0.14,0.38,0.28
aztec.csv,0.08,0.05,0.35,0.21,0.96,0.24,0.31,0.25,0.24,0.16,0.13,0.38,0.26,0.48,0.18,0.12,0.35,0.04
bibedt.csv,0.29,0.43,0.2,0.18,0.25,0.45,0.48,0.95,0.22,0.49,0.37,0.71,0.58,0.67,0.37,0.15,0.43,0.13
esmf.csv,0.94,0.49,0.28,0.07,0.14,0.73,0.42,0.36,0.14,0.44,0.48,0.58,0.65,0.65,0.4,0.08,0.41,0.26
irrlicht.csv,0.33,0.44,0.23,0.26,0.16,0.55,0.32,0.35,0.18,0.54,0.99,0.57,0.76,0.49,0.5,0.07,0.45,0.37
jstock.csv,0.36,0.27,0.1,0.0,0.1,0.63,0.26,0.27,0.17,0.31,0.34,0.21,0.45,0.41,0.32,0.12,1.0,0.05
kowari.csv,0.35,0.48,0.1,0.2,0.11,0.57,0.41,0.35,0.83,0.31,0.41,0.64,0.47,0.49,0.39,0.16,0.19,0.37
lportal.csv,0.29,0.32,0.13,0.0,0.16,0.47,0.24,0.06,0.11,0.35,0.72,0.38,0.36,0.18,0.34,0.91,0.34,0.3
modellus.csv,0.32,0.44,0.17,0.21,0.19,0.5,0.39,0.47,0.13,0.52,0.38,0.98,0.51,0.6,0.48,0.13,0.33,0.27
open-data-kit.csv,0.38,0.48,0.34,0.33,0.24,0.64,0.45,0.37,0.15,0.55,0.61,0.63,0.99,0.67,0.47,0.1,0.39,0.29
pentahoanalysistool.csv,0.19,1.0,0.18,0.0,0.06,0.29,0.43,0.0,0.17,0.18,0.17,0.47,0.2,0.42,0.08,0.08,0.11,0.35
phet.csv,0.22,0.15,0.95,0.19,0.14,0.5,0.12,0.32,0.0,0.24,0.63,0.36,0.56,0.16,0.42,0.02,0.32,0.23
qtractor.csv,0.38,0.55,0.21,0.25,0.32,0.98,0.42,0.35,0.12,0.41,0.67,0.67,0.48,0.71,0.34,0.15,0.45,0.15
roller.csv,0.39,0.54,0.25,0.36,0.32,0.48,0.47,0.29,0.17,0.48,0.68,0.71,0.68,0.99,0.37,0.12,0.32,0.37
sumatrapdf.csv,0.38,0.56,0.16,0.36,0.1,0.69,0.44,0.34,0.19,1.0,0.63,0.64,0.65,0.67,0.42,0.12,0.26,0.32
synergyspace.csv,0.21,0.36,0.12,0.17,0.0,0.19,0.13,0.0,0.0,0.15,0.14,0.24,0.09,0.22,0.0,0.08,0.16,0.98
ultimairis.csv,0.35,0.48,0.39,0.23,0.17,0.7,0.44,0.3,0.14,0.5,0.83,0.64,0.65,0.72,0.91,0.08,0.29,0.35
voms.csv,0.26,0.07,0.05,1.0,0.0,0.13,0.05,0.0,0.0,0.32,0.28,0.09,0.18,0.33,0.13,0.08,0.1,0.07
