,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.46,0.64,0.32,0.58,0.62,0.64,0.93,0.23,0.62,0.49,0.42,0.6,0.47,0.61,0.34,0.7,0.61,0.5
aztec.csv,0.07,0.05,0.48,0.37,0.97,0.17,0.42,0.24,0.34,0.12,0.09,0.32,0.2,0.43,0.13,0.61,0.36,0.05
bibedt.csv,0.37,0.51,0.28,0.26,0.34,0.4,0.59,0.92,0.33,0.52,0.28,0.68,0.51,0.62,0.42,0.67,0.43,0.14
esmf.csv,0.92,0.61,0.44,0.13,0.13,0.41,0.6,0.47,0.54,0.38,0.39,0.37,0.34,0.61,0.13,0.56,0.55,0.46
irrlicht.csv,0.34,0.56,0.37,0.66,0.53,0.45,0.44,0.36,0.52,0.21,0.98,0.55,0.72,0.42,0.66,0.39,0.69,0.61
jstock.csv,0.31,0.3,0.11,0.0,0.15,0.58,0.26,0.34,0.17,0.23,0.25,0.16,0.35,0.35,0.27,0.28,1.0,0.05
kowari.csv,0.35,0.48,0.11,0.13,0.41,0.48,0.4,0.35,0.75,0.27,0.31,0.6,0.37,0.4,0.35,0.65,0.18,0.46
lportal.csv,0.52,0.43,0.12,0.0,0.37,0.45,0.29,0.12,0.17,0.41,0.48,0.36,0.31,0.14,0.36,0.87,0.53,0.53
modellus.csv,0.56,0.48,0.22,0.26,0.2,0.41,0.44,0.45,0.17,0.4,0.28,0.98,0.41,0.53,0.45,0.62,0.27,0.31
open-data-kit.csv,0.55,0.62,0.55,0.49,0.72,0.63,0.59,0.6,0.55,0.56,0.51,0.65,0.99,0.64,0.58,0.65,0.5,0.45
pentahoanalysistool.csv,0.15,1.0,0.17,0.0,0.14,0.24,0.37,0.0,0.17,0.19,0.12,0.39,0.15,0.32,0.05,0.17,0.1,0.46
phet.csv,0.39,0.21,0.93,0.52,0.05,0.39,0.12,0.27,0.0,0.24,0.49,0.36,0.24,0.11,0.09,0.05,0.31,0.42
qtractor.csv,0.55,0.66,0.27,0.48,0.34,0.99,0.56,0.35,0.33,0.39,0.57,0.62,0.4,0.64,0.38,0.62,0.43,0.18
roller.csv,0.57,0.7,0.36,0.81,0.65,0.43,0.64,0.43,0.57,0.54,0.51,0.73,0.61,1.0,0.35,0.72,0.48,0.46
sumatrapdf.csv,0.49,0.68,0.2,0.49,0.29,0.66,0.56,0.53,0.64,1.0,0.53,0.6,0.59,0.53,0.42,0.71,0.35,0.49
synergyspace.csv,0.15,0.3,0.11,0.13,0.0,0.13,0.1,0.0,0.0,0.12,0.1,0.17,0.06,0.16,0.0,0.23,0.18,0.97
ultimairis.csv,0.09,0.48,0.27,0.3,0.61,0.67,0.39,0.55,0.23,0.09,0.43,0.43,0.2,0.09,0.86,0.3,0.19,0.13
voms.csv,0.21,0.05,0.04,1.0,0.0,0.09,0.02,0.0,0.0,0.23,0.2,0.06,0.13,0.25,0.13,0.1,0.1,0.05
