,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.85,0.44,0.49,0.32,0.15,0.38,0.0,0.22,0.59,0.29,0.31,0.3,0.27,0.39,0.2,0.39,0.58,0.6
aztec.csv,0.11,0.17,0.34,0.24,0.0,0.08,0.46,0.1,0.1,0.07,0.04,0.17,0.25,0.33,0.03,0.35,0.14,0.26
bibedt.csv,0.26,0.34,0.38,0.17,0.08,0.25,0.32,0.0,0.12,0.27,0.2,0.17,0.27,0.27,0.3,0.3,0.12,0.16
esmf.csv,0.01,0.69,0.52,0.26,0.97,0.88,0.55,0.85,0.73,0.87,0.29,0.88,0.89,0.39,0.97,0.75,0.79,0.55
irrlicht.csv,0.9,0.44,0.52,0.67,0.8,0.79,0.46,0.9,0.82,0.95,0.04,0.31,0.34,0.71,0.55,0.87,0.65,0.44
jstock.csv,0.06,0.31,0.19,0.0,0.11,0.21,0.2,0.22,0.05,0.04,0.18,0.08,0.07,0.29,0.11,0.12,0.0,0.11
kowari.csv,0.11,0.19,0.2,0.0,0.43,0.08,0.14,0.1,0.0,0.13,0.18,0.2,0.07,0.1,0.11,0.27,0.14,0.23
lportal.csv,0.63,0.59,0.13,0.0,0.23,0.46,0.34,0.49,0.13,0.47,0.78,0.41,0.45,0.29,0.24,0.0,0.49,0.6
modellus.csv,0.62,0.27,0.3,0.12,0.05,0.08,0.26,0.07,0.09,0.0,0.14,0.0,0.07,0.24,0.12,0.33,0.05,0.18
open-data-kit.csv,0.31,0.63,0.58,0.17,0.38,0.42,0.73,0.39,0.53,0.2,0.43,0.5,0.0,0.47,0.73,0.51,0.28,0.38
pentahoanalysistool.csv,0.05,0.0,0.14,0.02,0.23,0.29,0.08,0.05,0.05,0.36,0.12,0.09,0.09,0.1,0.0,0.1,0.09,0.26
phet.csv,0.81,0.58,0.0,0.58,0.99,0.83,0.24,0.93,0.05,0.89,0.65,0.67,0.93,0.16,0.98,0.14,0.91,0.68
qtractor.csv,0.31,0.36,0.32,0.29,0.04,0.04,0.42,0.1,0.32,0.22,0.47,0.19,0.2,0.12,0.31,0.29,0.09,0.24
roller.csv,0.33,0.51,0.42,0.41,0.18,0.29,0.47,0.34,0.45,0.36,0.71,0.41,0.27,0.02,0.88,0.49,0.42,0.23
sumatrapdf.csv,0.24,0.37,0.32,0.14,0.31,0.25,0.37,0.34,0.54,0.0,0.49,0.21,0.3,0.76,0.2,0.48,0.33,0.37
synergyspace.csv,0.02,0.08,0.13,0.03,0.0,0.04,0.03,0.1,0.12,0.11,0.1,0.05,0.11,0.08,0.01,0.14,0.23,0.0
ultimairis.csv,0.98,0.83,0.93,0.92,0.75,0.62,0.88,0.71,0.94,0.98,0.86,0.86,0.95,0.98,0.0,0.92,0.95,0.97
voms.csv,0.06,0.03,0.03,0.0,0.04,0.0,0.03,0.17,0.06,0.02,0.24,0.03,0.09,0.1,0.26,0.04,0.16,0.03
