,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.97,0.67,0.29,0.56,0.58,0.64,0.92,0.2,0.71,0.45,0.38,0.58,0.43,0.61,0.3,0.73,0.69,0.54
aztec.csv,0.06,0.04,0.45,0.33,0.96,0.14,0.4,0.2,0.29,0.1,0.07,0.28,0.17,0.39,0.11,0.6,0.31,0.04
bibedt.csv,0.33,0.48,0.25,0.22,0.29,0.36,0.57,0.9,0.29,0.48,0.24,0.65,0.47,0.6,0.38,0.66,0.38,0.12
esmf.csv,0.91,0.81,0.43,0.11,1.0,1.0,0.65,1.0,0.71,0.71,0.35,0.77,0.74,0.61,0.79,0.82,0.92,0.46
irrlicht.csv,0.88,0.56,0.35,0.89,0.92,0.64,0.42,1.0,1.0,1.0,0.99,0.52,0.74,0.48,0.74,0.78,0.92,0.62
jstock.csv,0.27,0.26,0.09,0.0,0.12,0.54,0.22,0.3,0.14,0.19,0.21,0.13,0.3,0.31,0.23,0.24,1.0,0.04
kowari.csv,0.3,0.44,0.09,0.11,0.38,0.43,0.35,0.3,0.71,0.23,0.27,0.56,0.32,0.35,0.3,0.63,0.15,0.42
lportal.csv,0.58,0.44,0.1,0.0,0.33,0.43,0.25,0.1,0.14,0.39,0.69,0.33,0.28,0.12,0.32,0.84,0.54,0.58
modellus.csv,0.64,0.44,0.19,0.22,0.17,0.36,0.4,0.4,0.14,0.35,0.24,0.97,0.36,0.49,0.4,0.61,0.23,0.27
open-data-kit.csv,0.52,0.74,0.59,0.44,0.75,0.64,0.85,0.6,0.57,0.52,0.5,0.7,0.99,0.67,0.81,0.71,0.46,0.42
pentahoanalysistool.csv,0.12,1.0,0.14,0.0,0.12,0.21,0.32,0.0,0.14,0.16,0.1,0.34,0.12,0.28,0.04,0.14,0.08,0.42
phet.csv,0.52,0.19,0.91,0.56,1.0,0.57,0.1,0.9,0.0,0.35,0.54,0.37,0.61,0.09,0.85,0.04,0.77,0.46
qtractor.csv,0.52,0.67,0.23,0.44,0.29,1.0,0.55,0.3,0.29,0.35,0.58,0.59,0.36,0.6,0.34,0.6,0.38,0.15
roller.csv,0.55,0.78,0.33,0.89,0.62,0.39,0.68,0.4,0.57,0.52,0.62,0.77,0.59,1.0,0.66,0.81,0.46,0.42
sumatrapdf.csv,0.45,0.7,0.17,0.44,0.25,0.64,0.55,0.5,0.71,1.0,0.53,0.57,0.57,0.76,0.38,0.78,0.31,0.46
synergyspace.csv,0.12,0.26,0.09,0.11,0.0,0.11,0.08,0.0,0.0,0.1,0.08,0.14,0.05,0.13,0.0,0.19,0.15,0.96
ultimairis.csv,1.0,0.89,0.96,1.0,0.96,0.82,0.92,0.7,0.86,0.9,0.9,0.87,0.75,0.95,0.83,0.94,0.69,1.0
voms.csv,0.18,0.04,0.03,1.0,0.0,0.07,0.02,0.0,0.0,0.19,0.17,0.05,0.11,0.21,0.11,0.08,0.08,0.04
