,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.5,0.69,0.74,0.0,0.41,0.36,0.22,0.31,0.65
carabiner.csv,0.75,0.39,0.74,0.23,0.25,0.14,0.58,0.0,0.35
grisbi.csv,0.83,0.76,0.87,0.49,0.57,0.0,0.53,0.61,0.76
jmol.csv,0.5,0.39,0.0,0.0,0.11,0.07,0.06,0.29,0.47
minig.csv,0.42,0.38,0.7,0.11,0.03,0.43,0.03,0.1,0.35
mobicents.csv,0.17,0.0,0.35,0.14,0.33,0.0,0.21,0.31,0.35
x4x.csv,0.08,0.72,0.43,0.71,0.8,0.93,0.72,0.33,0.71
zabbix.csv,0.83,0.89,0.61,0.6,0.75,0.57,0.0,0.65,1.0
zxing.csv,0.5,0.43,0.17,0.37,0.27,0.5,0.46,0.43,0.0
