,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.64,0.61,0.54,0.93,0.62,0.73,0.76,0.36,0.64
carabiner.csv,0.47,0.56,0.55,0.35,0.55,0.62,0.47,1.0,0.64
grisbi.csv,0.47,0.56,0.41,0.63,0.73,0.98,0.6,0.54,0.6
jmol.csv,0.63,0.6,1.0,0.1,0.44,0.58,0.51,0.53,0.54
minig.csv,0.61,0.59,0.58,0.54,0.98,0.63,0.53,0.27,0.74
mobicents.csv,0.48,0.98,0.45,0.36,0.39,0.41,0.56,0.27,0.56
x4x.csv,0.97,0.57,0.57,0.54,0.52,0.26,0.46,0.48,0.62
zabbix.csv,0.46,0.37,0.69,0.7,0.58,0.66,0.98,0.49,0.0
zxing.csv,0.52,0.62,0.35,0.66,0.45,0.69,0.54,0.55,0.96
