,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.75,0.65,0.78,0.96,0.54,0.83,0.73,0.31,0.8
carabiner.csv,0.66,0.57,0.79,0.41,0.53,0.72,0.41,1.0,0.73
grisbi.csv,0.82,0.65,0.85,0.63,0.62,0.99,0.53,0.39,0.87
jmol.csv,0.74,0.61,1.0,0.14,0.49,0.69,0.59,0.46,0.64
minig.csv,0.71,0.6,0.79,0.61,0.97,0.75,0.63,0.31,0.82
mobicents.csv,0.58,0.98,0.56,0.43,0.36,0.53,0.57,0.23,0.65
x4x.csv,0.98,0.62,0.69,0.59,0.53,0.81,0.41,0.41,0.83
zabbix.csv,0.79,0.67,0.86,0.72,0.55,0.81,0.99,0.36,0.84
zxing.csv,0.63,0.62,0.46,0.67,0.44,0.82,0.48,0.43,0.97
