,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.97,0.5,0.39,0.43,0.34,0.27,0.46,0.34,0.37,0.27,0.07
badtrinitycore.csv,0.15,0.0,0.25,0.89,0.16,0.0,0.02,0.22,0.07,0.54,0.49
boost.csv,0.65,0.48,0.53,0.54,0.51,0.23,0.42,0.6,0.96,0.35,0.53
electric-core.csv,0.22,0.51,0.92,0.55,0.52,0.48,0.58,0.31,0.16,0.48,0.38
java-gnome.csv,0.53,0.0,0.5,0.63,0.05,0.99,0.0,0.19,0.0,0.35,0.26
miranda-icq.csv,0.74,0.62,0.27,0.38,0.66,0.19,0.95,0.39,0.39,0.35,0.29
ofbiz.csv,0.61,0.4,0.12,0.32,0.39,0.0,0.2,0.5,0.46,0.98,0.19
olsrd.csv,0.74,0.98,0.57,0.61,0.63,0.68,0.62,0.57,0.52,0.54,0.5
opensim4opencog.csv,0.57,0.28,0.15,0.32,0.86,0.05,0.25,0.45,0.11,0.65,0.38
t-2.csv,0.27,0.28,0.33,0.43,0.26,0.19,0.18,0.93,0.55,0.12,0.22
xcf.csv,0.5,0.55,0.6,0.67,0.52,0.44,0.61,0.62,0.53,0.47,0.93
