,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.0,0.0,0.09,0.15,0.18,0.12,0.29,0.21,0.19,0.08,0.0
badtrinitycore.csv,0.0,0.05,0.12,0.01,0.12,0.06,0.03,0.46,0.03,0.35,0.53
boost.csv,0.33,0.6,0.27,0.54,0.34,0.12,0.45,0.42,0.0,0.32,0.33
electric-core.csv,0.21,0.75,0.01,0.72,0.47,0.25,0.55,0.34,0.12,0.3,0.2
java-gnome.csv,0.5,1.0,0.25,0.19,0.99,0.06,1.0,0.18,1.0,0.32,0.13
miranda-icq.csv,0.46,0.25,0.12,0.21,0.59,0.31,0.01,0.39,0.31,0.22,0.2
ofbiz.csv,0.58,0.05,0.14,0.15,0.28,0.12,0.15,0.29,0.23,0.03,0.1
olsrd.csv,0.62,0.0,0.74,0.58,0.43,0.5,0.56,0.48,0.5,0.6,0.3
opensim4opencog.csv,0.25,0.1,0.03,0.16,0.0,0.06,0.15,0.49,0.04,0.46,0.6
t-2.csv,0.17,0.6,0.19,0.16,0.24,0.19,0.18,0.0,0.47,0.08,0.23
xcf.csv,0.83,0.8,0.42,0.44,0.5,0.25,0.61,0.47,0.49,0.41,0.0
