,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,opensim4opencog.csv,java-gnome.csv,miranda-icq.csv,t-2.csv,boost.csv,ofbiz.csv,xcf.csv
adaptagrams.csv,0.4,0.5,0.96,0.8,0.65,0.67,0.58,0.68,0.58,0.76,0.5
badtrinitycore.csv,0.67,0.0,0.99,0.98,0.96,0.0,0.83,0.84,0.94,0.7,0.69
boost.csv,0.4,0.59,0.63,0.58,0.57,0.85,0.51,0.6,0.71,0.64,0.69
electric-core.csv,0.8,0.56,0.84,0.49,0.7,0.62,0.54,0.82,0.98,0.63,0.94
java-gnome.csv,0.46,0.44,0.71,0.77,0.4,0.41,0.39,0.73,0.45,0.56,0.64
miranda-icq.csv,0.34,0.41,0.99,0.72,0.51,0.71,0.8,0.66,0.6,0.62,0.93
ofbiz.csv,0.31,0.56,0.99,0.94,0.67,0.5,0.91,0.58,0.76,0.43,0.88
olsrd.csv,0.3,0.39,0.4,0.46,0.43,0.36,0.42,0.44,0.46,0.41,0.5
opensim4opencog.csv,0.35,0.72,0.97,0.99,0.95,0.67,0.97,0.75,0.96,0.55,0.77
t-2.csv,0.9,0.97,0.99,0.99,0.98,0.92,0.97,0.99,0.78,0.97,0.92
xcf.csv,0.31,0.43,0.43,0.45,0.49,0.59,0.39,0.42,0.47,0.43,0.52
