,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.5,0.6,0.58,0.51,0.56,0.54,0.72,0.57,0.64
carabiner.csv,0.78,0.58,0.36,0.41,0.2,0.62,0.5,0.5,0.87
continuum-ide.csv,0.5,0.41,0.33,0.55,0.23,0.76,0.22,0.36,0.11
gtad.csv,0.95,0.22,0.12,0.37,0.2,0.33,0.23,0.38,0.27
htmlunit.csv,0.82,0.46,0.44,0.7,0.42,0.6,0.61,0.52,0.74
jsr308-langtools.csv,0.56,0.0,0.47,0.0,0.92,0.13,0.21,0.05,0.0
kaffeine.csv,0.17,0.89,0.12,0.69,0.0,0.3,0.64,0.55,0.39
stemkit.csv,0.0,0.5,0.6,0.37,0.48,0.28,0.28,0.83,0.26
taokgame.csv,0.52,0.12,0.98,0.19,0.36,0.38,0.48,0.2,0.27
