,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,carabiner.csv
anaxagora.csv,0.19,0.18,0.23,0.19,0.24,0.25,0.19,0.26,0.27
carabiner.csv,0.22,0.17,0.28,0.3,0.18,0.23,0.24,0.19,0.21
continuum-ide.csv,0.21,0.32,0.3,0.24,0.24,0.18,0.19,0.27,0.32
gtad.csv,0.14,0.1,0.13,0.15,0.28,0.16,0.12,0.13,0.11
htmlunit.csv,0.16,0.13,0.17,0.18,0.12,0.18,0.19,0.17,0.23
jsr308-langtools.csv,0.29,0.38,0.3,0.37,0.22,0.3,0.35,0.36,0.4
kaffeine.csv,0.33,0.28,0.18,0.21,0.42,0.27,0.26,0.24,0.25
stemkit.csv,0.21,0.32,0.3,0.2,0.16,0.29,0.23,0.19,0.32
taokgame.csv,0.23,0.25,0.34,0.3,0.28,0.2,0.31,0.14,0.25
