,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,uwom.csv,geochat.csv
adaptagrams.csv,0.85,0.74,0.62,0.58,0.59,0.63,0.12
aime.csv,0.56,0.21,0.3,0.0,0.7,0.1,0.24
badtrinitycore.csv,0.0,0.0,0.56,0.85,0.4,0.59,0.27
electric-core.csv,0.66,0.72,0.64,0.66,0.53,0.75,0.53
geochat.csv,0.64,0.21,0.39,0.24,0.17,0.18,0.62
olsrd.csv,0.67,0.75,0.67,0.7,0.5,0.65,0.68
uwom.csv,0.18,0.0,0.65,0.71,0.58,0.84,0.41
