,jsidplay2.csv,mule.csv,e-bio-flow.csv,jbasic.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,power-architect.csv,reaper3d.csv,bigdata.csv,nunit.csv
bigdata.csv,3.0,0.0,7.0,0.0,0.0,154.0,2.0,20.0,0.0,18.0,0.0,0.0
e-bio-flow.csv,2.0,1.0,0.0,0.0,4.0,224.0,10.0,4.0,0.0,3.0,0.0,0.0
freedom-erp.csv,1.0,0.0,0.0,128.0,0.0,224.0,70.0,56.0,0.0,107.0,0.0,3.0
jbasic.csv,0.0,6.0,2.0,0.0,1.0,31.0,9.0,6.0,0.0,7.0,0.0,0.0
jgossipforum.csv,78.0,238.0,1.0,128.0,166.0,0.0,70.0,56.0,67.0,107.0,0.0,1.0
joustsim.csv,1.0,0.0,1.0,3.0,166.0,15.0,0.0,6.0,0.0,12.0,0.0,0.0
jsidplay2.csv,0.0,2.0,1.0,0.0,0.0,98.0,14.0,13.0,0.0,18.0,0.0,0.0
madman.csv,78.0,1.0,2.0,0.0,166.0,224.0,70.0,0.0,67.0,107.0,304.0,0.0
mule.csv,0.0,0.0,9.0,2.0,0.0,27.0,12.0,4.0,0.0,17.0,0.0,8.0
nunit.csv,0.0,2.0,2.0,1.0,1.0,26.0,15.0,9.0,0.0,12.0,0.0,0.0
power-architect.csv,2.0,0.0,0.0,0.0,1.0,143.0,24.0,23.0,0.0,17.0,0.0,0.0
reaper3d.csv,3.0,0.0,1.0,0.0,166.0,77.0,28.0,56.0,0.0,0.0,0.0,0.0
