,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.41,0.43,0.79,0.34,0.5,0.4,0.55,0.51,0.37,0.45,0.39,0.5,0.38,0.59,0.53,0.39
gephex.csv,0.63,0.89,0.35,0.34,0.47,0.38,0.51,0.61,0.38,0.53,0.5,0.46,0.56,0.47,0.49,0.38
intact.csv,0.51,0.42,0.34,0.57,0.46,0.43,0.42,0.44,0.59,0.61,0.8,0.8,0.48,0.55,0.51,0.58
jbpm.csv,0.0,0.75,0.67,0.0,0.81,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.8,0.8
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.75,0.0
jpaul.csv,0.0,0.75,0.77,0.67,0.87,0.67,0.46,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.95,0.9
lamp.csv,0.7,0.54,0.33,0.54,0.6,0.38,0.46,0.35,0.36,0.41,0.3,0.48,0.84,0.55,0.57,0.37
mevenide.csv,0.0,0.88,0.56,0.67,0.98,0.0,0.62,0.5,0.0,0.5,0.35,0.83,0.86,0.5,0.71,0.83
opendvr.csv,0.53,0.42,0.47,0.68,0.61,0.73,0.83,0.72,0.91,0.73,0.0,0.67,0.83,0.92,0.89,0.82
panda3d.csv,0.54,0.79,0.75,0.53,0.69,0.72,0.61,0.98,0.0,0.7,0.36,0.63,0.43,0.8,0.53,0.75
retromenu.csv,0.65,0.41,0.36,0.86,0.87,0.75,0.75,0.41,0.83,0.81,0.36,0.67,0.91,0.64,0.62,0.83
rohxel.csv,0.45,0.54,0.92,0.69,0.88,0.4,0.82,0.93,0.52,0.88,0.41,0.67,0.77,0.65,0.86,0.86
sevenupdate.csv,0.4,0.59,0.35,0.33,0.41,0.36,0.45,0.38,0.37,0.44,0.36,0.5,0.36,0.44,0.45,0.38
soar.csv,0.41,0.53,0.43,0.36,0.44,0.41,0.46,0.49,0.36,0.45,0.72,0.51,0.37,0.44,0.49,0.37
stemkit.csv,0.94,0.0,0.88,0.84,0.89,0.86,0.0,0.85,0.75,0.73,0.67,0.59,0.92,0.76,0.94,0.94
thedata.csv,0.39,0.5,0.37,0.6,0.56,0.47,0.56,0.36,0.38,0.42,0.36,0.67,0.35,0.46,0.59,0.88
