,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.91,0.85,0.92,0.96,0.81,1.02,0.93,0.45,1.0,0.79,0.93,1.0,0.87,0.94,0.68,0.92
gephex.csv,0.96,0.82,0.93,0.93,0.75,0.77,0.68,0.67,0.96,0.83,0.97,1.24,0.43,0.95,0.65,0.97
intact.csv,0.86,0.86,0.84,0.54,0.71,0.7,0.66,0.61,0.95,0.7,0.9,1.0,0.58,0.72,0.77,0.57
jbpm.csv,1.0,0.92,0.59,1.0,0.28,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.96,1.0,0.9,0.75
jchassis.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,0.9,1.0
jpaul.csv,1.0,0.92,0.68,1.0,0.64,0.72,0.36,1.0,1.0,1.0,0.97,0.26,1.0,0.95,0.63,1.01
lamp.csv,0.54,0.58,1.0,0.58,0.57,0.64,0.63,1.0,0.99,0.63,0.82,1.1,0.87,0.79,0.59,0.86
mevenide.csv,0.93,0.87,0.5,0.97,0.51,1.0,0.54,0.97,1.0,0.68,0.73,0.51,0.95,0.95,0.37,0.75
opendvr.csv,0.72,1.07,0.49,0.63,0.46,0.84,0.89,0.65,1.01,0.69,1.0,1.01,0.72,0.51,0.88,0.77
panda3d.csv,0.71,0.73,0.78,0.67,0.64,0.81,0.43,0.92,1.0,0.51,1.0,0.76,0.74,0.91,0.65,1.0
retromenu.csv,0.6,0.65,0.31,0.94,0.79,0.9,0.77,0.54,0.84,0.82,0.78,1.0,0.89,0.88,0.7,1.0
rohxel.csv,0.72,0.64,0.89,0.61,1.02,0.42,0.85,0.82,0.78,0.8,0.92,1.0,0.81,0.72,0.86,1.01
sevenupdate.csv,1.0,0.31,0.96,1.0,1.0,1.0,1.0,0.88,0.9,0.99,1.0,1.0,0.95,1.0,1.0,0.95
soar.csv,0.97,0.97,0.85,0.92,0.9,0.76,0.93,0.81,0.99,0.99,0.46,0.98,0.93,1.0,0.89,0.98
stemkit.csv,0.82,1.0,0.8,0.95,0.62,0.94,1.0,0.74,0.4,0.69,0.94,0.59,0.91,0.7,0.87,0.79
thedata.csv,0.66,1.01,0.85,0.59,0.95,0.86,0.95,0.98,0.75,0.65,1.0,1.1,0.86,0.72,0.84,0.06
