,thrust.csv,k3b.csv,mp-rechnungs-und-kundenverwaltung.csv,fityk.csv
fityk.csv,0.29,0.76,0.36,0.82
k3b.csv,0.26,0.91,0.35,0.74
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.87,0.42,0.83
thrust.csv,0.45,0.59,0.19,0.64
